,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
802,negative,Can you please add a feature to save medical info and emergency contacts that can be accessed from the locked screen by paramedics and doctors or police if they find you not responsive. Thanks.,Can you please add a feature to save medical info and emergency contacts that can be accessed from the locked screen by paramedics and doctors or police if they find you not responsive Thanks,"['can', 'you', 'please', 'add', 'a', 'feature', 'to', 'save', 'medical', 'info', 'and', 'emergency', 'contacts', 'that', 'can', 'be', 'accessed', 'from', 'the', 'locked', 'screen', 'by', 'paramedics', 'and', 'doctors', 'or', 'police', 'if', 'they', 'find', 'you', 'not', 'responsive', 'thanks']","['please', 'add', 'feature', 'save', 'medical', 'info', 'emergency', 'contacts', 'accessed', 'locked', 'screen', 'paramedics', 'doctors', 'police', 'find', 'responsive', 'thanks']","['pleas', 'add', 'featur', 'save', 'medic', 'info', 'emerg', 'contact', 'access', 'lock', 'screen', 'paramed', 'doctor', 'polic', 'find', 'respons', 'thank']","['please', 'add', 'feature', 'save', 'medical', 'info', 'emergency', 'contact', 'accessed', 'locked', 'screen', 'paramedic', 'doctor', 'police', 'find', 'responsive', 'thanks']"
803,positive,Should be focused more on kids and elderly. A watch function would be good.,Should be focused more on kids and elderly A watch function would be good,"['should', 'be', 'focused', 'more', 'on', 'kids', 'and', 'elderly', 'a', 'watch', 'function', 'would', 'be', 'good']","['focused', 'kids', 'elderly', 'watch', 'function', 'would', 'good']","['focus', 'kid', 'elderli', 'watch', 'function', 'would', 'good']","['focused', 'kid', 'elderly', 'watch', 'function', 'would', 'good']"
804,positive,"Great app, but would like see the old logo return which was easily identified.",Great app but would like see the old logo return which was easily identified,"['great', 'app', 'but', 'would', 'like', 'see', 'the', 'old', 'logo', 'return', 'which', 'was', 'easily', 'identified']","['great', 'app', 'would', 'like', 'see', 'old', 'logo', 'return', 'easily', 'identified']","['great', 'app', 'would', 'like', 'see', 'old', 'logo', 'return', 'easili', 'identifi']","['great', 'app', 'would', 'like', 'see', 'old', 'logo', 'return', 'easily', 'identified']"
805,positive,"If had an area to document 
medicine or allergies of owner ,

Otherwise in all a good lifesaving product 
Thanks to the makers .","If had an area to document 
medicine or allergies of owner 

Otherwise in all a good lifesaving product 
Thanks to the makers ","['if', 'had', 'an', 'area', 'to', 'document', 'medicine', 'or', 'allergies', 'of', 'owner', 'otherwise', 'in', 'all', 'a', 'good', 'lifesaving', 'product', 'thanks', 'to', 'the', 'makers', '']","['area', 'document', 'medicine', 'allergies', 'owner', 'otherwise', 'good', 'lifesaving', 'product', 'thanks', 'makers', '']","['area', 'document', 'medicin', 'allergi', 'owner', 'otherwis', 'good', 'lifesav', 'product', 'thank', 'maker', '']","['area', 'document', 'medicine', 'allergy', 'owner', 'otherwise', 'good', 'lifesaving', 'product', 'thanks', 'maker', '']"
806,neutral,Very handy app in emergencies but it has been two years since the last update. Still references a home button and does not utilise newer screen sizes.,Very handy app in emergencies but it has been two years since the last update Still references a home button and does not utilise newer screen sizes,"['very', 'handy', 'app', 'in', 'emergencies', 'but', 'it', 'has', 'been', 'two', 'years', 'since', 'the', 'last', 'update', 'still', 'references', 'a', 'home', 'button', 'and', 'does', 'not', 'utilise', 'newer', 'screen', 'sizes']","['handy', 'app', 'emergencies', 'two', 'years', 'since', 'last', 'update', 'still', 'references', 'home', 'button', 'utilise', 'newer', 'screen', 'sizes']","['handi', 'app', 'emerg', 'two', 'year', 'sinc', 'last', 'updat', 'still', 'refer', 'home', 'button', 'utilis', 'newer', 'screen', 'size']","['handy', 'app', 'emergency', 'two', 'year', 'since', 'last', 'update', 'still', 'reference', 'home', 'button', 'utilise', 'newer', 'screen', 'size']"
807,positive,"I really want this app to work. However Iâ€™ve just downloaded the latest edition and the map is incorrect and the address is incorrect by more than 50m. Iâ€™m in a suburb at the moment so am a bit wary for using it mountain biking and using the locator for assistance. 

Happy to provide feedback if someone is willing to chat!","I really want this app to work However Iâ€™ve just downloaded the latest edition and the map is incorrect and the address is incorrect by more than 50m Iâ€™m in a suburb at the moment so am a bit wary for using it mountain biking and using the locator for assistance 

Happy to provide feedback if someone is willing to chat","['i', 'really', 'want', 'this', 'app', 'to', 'work', 'however', 'iâ', 've', 'just', 'downloaded', 'the', 'latest', 'edition', 'and', 'the', 'map', 'is', 'incorrect', 'and', 'the', 'address', 'is', 'incorrect', 'by', 'more', 'than', '50m', 'iâ', 'm', 'in', 'a', 'suburb', 'at', 'the', 'moment', 'so', 'am', 'a', 'bit', 'wary', 'for', 'using', 'it', 'mountain', 'biking', 'and', 'using', 'the', 'locator', 'for', 'assistance', 'happy', 'to', 'provide', 'feedback', 'if', 'someone', 'is', 'willing', 'to', 'chat']","['really', 'want', 'app', 'work', 'however', 'iâ', 'downloaded', 'latest', 'edition', 'map', 'incorrect', 'address', 'incorrect', '50m', 'iâ', 'suburb', 'moment', 'bit', 'wary', 'using', 'mountain', 'biking', 'using', 'locator', 'assistance', 'happy', 'provide', 'feedback', 'someone', 'willing', 'chat']","['realli', 'want', 'app', 'work', 'howev', 'iâ', 'download', 'latest', 'edit', 'map', 'incorrect', 'address', 'incorrect', '50m', 'iâ', 'suburb', 'moment', 'bit', 'wari', 'use', 'mountain', 'bike', 'use', 'locat', 'assist', 'happi', 'provid', 'feedback', 'someon', 'will', 'chat']","['really', 'want', 'app', 'work', 'however', 'iâ', 'downloaded', 'latest', 'edition', 'map', 'incorrect', 'address', 'incorrect', '50m', 'iâ', 'suburb', 'moment', 'bit', 'wary', 'using', 'mountain', 'biking', 'using', 'locator', 'assistance', 'happy', 'provide', 'feedback', 'someone', 'willing', 'chat']"
808,negative,"Pretty useless when half of the location address is not displayed. App
supports just takes you to the Australian Government general webpage.... no way I could find to report the above fault.....","Pretty useless when half of the location address is not displayed App
supports just takes you to the Australian Government general webpage no way I could find to report the above fault","['pretty', 'useless', 'when', 'half', 'of', 'the', 'location', 'address', 'is', 'not', 'displayed', 'app', 'supports', 'just', 'takes', 'you', 'to', 'the', 'australian', 'government', 'general', 'webpage', 'no', 'way', 'i', 'could', 'find', 'to', 'report', 'the', 'above', 'fault']","['pretty', 'useless', 'half', 'location', 'address', 'displayed', 'app', 'supports', 'takes', 'australian', 'government', 'general', 'webpage', 'way', 'could', 'find', 'report', 'fault']","['pretti', 'useless', 'half', 'locat', 'address', 'display', 'app', 'support', 'take', 'australian', 'govern', 'gener', 'webpag', 'way', 'could', 'find', 'report', 'fault']","['pretty', 'useless', 'half', 'location', 'address', 'displayed', 'app', 'support', 'take', 'australian', 'government', 'general', 'webpage', 'way', 'could', 'find', 'report', 'fault']"
809,negative,"I couldn't find an answer but, can this be used on Apple Watch? And is so, are there only particular models or all models? I frequently collapse and can't reach my phone.",I couldnt find an answer but can this be used on Apple Watch And is so are there only particular models or all models I frequently collapse and cant reach my phone,"['i', 'couldnt', 'find', 'an', 'answer', 'but', 'can', 'this', 'be', 'used', 'on', 'apple', 'watch', 'and', 'is', 'so', 'are', 'there', 'only', 'particular', 'models', 'or', 'all', 'models', 'i', 'frequently', 'collapse', 'and', 'cant', 'reach', 'my', 'phone']","['couldnt', 'find', 'answer', 'used', 'apple', 'watch', 'particular', 'models', 'models', 'frequently', 'collapse', 'cant', 'reach', 'phone']","['couldnt', 'find', 'answer', 'use', 'appl', 'watch', 'particular', 'model', 'model', 'frequent', 'collaps', 'cant', 'reach', 'phone']","['couldnt', 'find', 'answer', 'used', 'apple', 'watch', 'particular', 'model', 'model', 'frequently', 'collapse', 'cant', 'reach', 'phone']"
810,neutral,This app doesnâ€™t do very much and I cannot see why the police would even utilise the location as it doesnâ€™t provide an accurate location reading for instances it say Iâ€™m located 6kms from where I actually am.,This app doesnâ€™t do very much and I cannot see why the police would even utilise the location as it doesnâ€™t provide an accurate location reading for instances it say Iâ€™m located 6kms from where I actually am,"['this', 'app', 'doesnâ', 't', 'do', 'very', 'much', 'and', 'i', 'cannot', 'see', 'why', 'the', 'police', 'would', 'even', 'utilise', 'the', 'location', 'as', 'it', 'doesnâ', 't', 'provide', 'an', 'accurate', 'location', 'reading', 'for', 'instances', 'it', 'say', 'iâ', 'm', 'located', '6kms', 'from', 'where', 'i', 'actually', 'am']","['app', 'doesnâ', 'much', 'cannot', 'see', 'police', 'would', 'even', 'utilise', 'location', 'doesnâ', 'provide', 'accurate', 'location', 'reading', 'instances', 'say', 'iâ', 'located', '6kms', 'actually']","['app', 'doesnâ', 'much', 'cannot', 'see', 'polic', 'would', 'even', 'utilis', 'locat', 'doesnâ', 'provid', 'accur', 'locat', 'read', 'instanc', 'say', 'iâ', 'locat', '6km', 'actual']","['app', 'doesnâ', 'much', 'cannot', 'see', 'police', 'would', 'even', 'utilise', 'location', 'doesnâ', 'provide', 'accurate', 'location', 'reading', 'instance', 'say', 'iâ', 'located', '6kms', 'actually']"
811,positive,"Great app, would be nice to have it on the Apple Watch too",Great app would be nice to have it on the Apple Watch too,"['great', 'app', 'would', 'be', 'nice', 'to', 'have', 'it', 'on', 'the', 'apple', 'watch', 'too']","['great', 'app', 'would', 'nice', 'apple', 'watch']","['great', 'app', 'would', 'nice', 'appl', 'watch']","['great', 'app', 'would', 'nice', 'apple', 'watch']"
812,negative,"Activated in my bag, crashed my phone and no emergency services arrived. Texted my contacts saying emergency services coming to me. Couldnâ€™t turn my phone off or reset phone. Caused my family worry as activated and could not deactivate.",Activated in my bag crashed my phone and no emergency services arrived Texted my contacts saying emergency services coming to me Couldnâ€™t turn my phone off or reset phone Caused my family worry as activated and could not deactivate,"['activated', 'in', 'my', 'bag', 'crashed', 'my', 'phone', 'and', 'no', 'emergency', 'services', 'arrived', 'texted', 'my', 'contacts', 'saying', 'emergency', 'services', 'coming', 'to', 'me', 'couldnâ', 't', 'turn', 'my', 'phone', 'off', 'or', 'reset', 'phone', 'caused', 'my', 'family', 'worry', 'as', 'activated', 'and', 'could', 'not', 'deactivate']","['activated', 'bag', 'crashed', 'phone', 'emergency', 'services', 'arrived', 'texted', 'contacts', 'saying', 'emergency', 'services', 'coming', 'couldnâ', 'turn', 'phone', 'reset', 'phone', 'caused', 'family', 'worry', 'activated', 'could', 'deactivate']","['activ', 'bag', 'crash', 'phone', 'emerg', 'servic', 'arriv', 'text', 'contact', 'say', 'emerg', 'servic', 'come', 'couldnâ', 'turn', 'phone', 'reset', 'phone', 'caus', 'famili', 'worri', 'activ', 'could', 'deactiv']","['activated', 'bag', 'crashed', 'phone', 'emergency', 'service', 'arrived', 'texted', 'contact', 'saying', 'emergency', 'service', 'coming', 'couldnâ', 'turn', 'phone', 'reset', 'phone', 'caused', 'family', 'worry', 'activated', 'could', 'deactivate']"
813,positive,"This a great app overall, but I would love for it to have the functionality to make calls using soft phone apps, like 3CX and Zoiper",This a great app overall but I would love for it to have the functionality to make calls using soft phone apps like 3CX and Zoiper,"['this', 'a', 'great', 'app', 'overall', 'but', 'i', 'would', 'love', 'for', 'it', 'to', 'have', 'the', 'functionality', 'to', 'make', 'calls', 'using', 'soft', 'phone', 'apps', 'like', '3cx', 'and', 'zoiper']","['great', 'app', 'overall', 'would', 'love', 'functionality', 'make', 'calls', 'using', 'soft', 'phone', 'apps', 'like', '3cx', 'zoiper']","['great', 'app', 'overal', 'would', 'love', 'function', 'make', 'call', 'use', 'soft', 'phone', 'app', 'like', '3cx', 'zoiper']","['great', 'app', 'overall', 'would', 'love', 'functionality', 'make', 'call', 'using', 'soft', 'phone', 'apps', 'like', '3cx', 'zoiper']"
814,positive,Hiâ€¦our staff have recently used this in Qld but our QFES and 000 operators where unfamiliar with the what 3 words functionality. Any guidance on when this will be rolled out nationally? Thanks!,Hiâ€¦our staff have recently used this in Qld but our QFES and 000 operators where unfamiliar with the what 3 words functionality Any guidance on when this will be rolled out nationally Thanks,"['hiâ', 'our', 'staff', 'have', 'recently', 'used', 'this', 'in', 'qld', 'but', 'our', 'qfes', 'and', '000', 'operators', 'where', 'unfamiliar', 'with', 'the', 'what', '3', 'words', 'functionality', 'any', 'guidance', 'on', 'when', 'this', 'will', 'be', 'rolled', 'out', 'nationally', 'thanks']","['hiâ', 'staff', 'recently', 'used', 'qld', 'qfes', '000', 'operators', 'unfamiliar', '3', 'words', 'functionality', 'guidance', 'rolled', 'nationally', 'thanks']","['hiâ', 'staff', 'recent', 'use', 'qld', 'qfe', '000', 'oper', 'unfamiliar', '3', 'word', 'function', 'guidanc', 'roll', 'nation', 'thank']","['hiâ', 'staff', 'recently', 'used', 'qld', 'qfes', '000', 'operator', 'unfamiliar', '3', 'word', 'functionality', 'guidance', 'rolled', 'nationally', 'thanks']"
815,negative,Since the update yesterday this app is now not working. It will only stay open for 1-2 secs and then disappears,Since the update yesterday this app is now not working It will only stay open for 12 secs and then disappears,"['since', 'the', 'update', 'yesterday', 'this', 'app', 'is', 'now', 'not', 'working', 'it', 'will', 'only', 'stay', 'open', 'for', '12', 'secs', 'and', 'then', 'disappears']","['since', 'update', 'yesterday', 'app', 'working', 'stay', 'open', '12', 'secs', 'disappears']","['sinc', 'updat', 'yesterday', 'app', 'work', 'stay', 'open', '12', 'sec', 'disappear']","['since', 'update', 'yesterday', 'app', 'working', 'stay', 'open', '12', 'sec', 'disappears']"
816,negative,I had the previous version of the app which worked flawlessly on IOS12. I have just updated the app to get access to What3Words and now the app crashes within seconds. Very disappointing,I had the previous version of the app which worked flawlessly on IOS12 I have just updated the app to get access to What3Words and now the app crashes within seconds Very disappointing,"['i', 'had', 'the', 'previous', 'version', 'of', 'the', 'app', 'which', 'worked', 'flawlessly', 'on', 'ios12', 'i', 'have', 'just', 'updated', 'the', 'app', 'to', 'get', 'access', 'to', 'what3words', 'and', 'now', 'the', 'app', 'crashes', 'within', 'seconds', 'very', 'disappointing']","['previous', 'version', 'app', 'worked', 'flawlessly', 'ios12', 'updated', 'app', 'get', 'access', 'what3words', 'app', 'crashes', 'within', 'seconds', 'disappointing']","['previou', 'version', 'app', 'work', 'flawlessli', 'ios12', 'updat', 'app', 'get', 'access', 'what3word', 'app', 'crash', 'within', 'second', 'disappoint']","['previous', 'version', 'app', 'worked', 'flawlessly', 'ios12', 'updated', 'app', 'get', 'access', 'what3words', 'app', 'crash', 'within', 'second', 'disappointing']"
817,negative,The new app icon or tile is not very appealing for emergency! It now blends in with everything else!!! Backwards move,The new app icon or tile is not very appealing for emergency It now blends in with everything else Backwards move,"['the', 'new', 'app', 'icon', 'or', 'tile', 'is', 'not', 'very', 'appealing', 'for', 'emergency', 'it', 'now', 'blends', 'in', 'with', 'everything', 'else', 'backwards', 'move']","['new', 'app', 'icon', 'tile', 'appealing', 'emergency', 'blends', 'everything', 'else', 'backwards', 'move']","['new', 'app', 'icon', 'tile', 'appeal', 'emerg', 'blend', 'everyth', 'els', 'backward', 'move']","['new', 'app', 'icon', 'tile', 'appealing', 'emergency', 'blend', 'everything', 'else', 'backwards', 'move']"
818,positive,"Any chance of having the app icon in bright red, so can be easily identified among other apps? Audiovisual functionality would be great.",Any chance of having the app icon in bright red so can be easily identified among other apps Audiovisual functionality would be great,"['any', 'chance', 'of', 'having', 'the', 'app', 'icon', 'in', 'bright', 'red', 'so', 'can', 'be', 'easily', 'identified', 'among', 'other', 'apps', 'audiovisual', 'functionality', 'would', 'be', 'great']","['chance', 'app', 'icon', 'bright', 'red', 'easily', 'identified', 'among', 'apps', 'audiovisual', 'functionality', 'would', 'great']","['chanc', 'app', 'icon', 'bright', 'red', 'easili', 'identifi', 'among', 'app', 'audiovisu', 'function', 'would', 'great']","['chance', 'app', 'icon', 'bright', 'red', 'easily', 'identified', 'among', 'apps', 'audiovisual', 'functionality', 'would', 'great']"
819,positive,Would be great to see public AED locations included in the app,Would be great to see public AED locations included in the app,"['would', 'be', 'great', 'to', 'see', 'public', 'aed', 'locations', 'included', 'in', 'the', 'app']","['would', 'great', 'see', 'public', 'aed', 'locations', 'included', 'app']","['would', 'great', 'see', 'public', 'a', 'locat', 'includ', 'app']","['would', 'great', 'see', 'public', 'aed', 'location', 'included', 'app']"
820,negative,"This app uses a survey address from which my house is inaccessible, so using the app puts me at risk. Can you add a feature that allows an update of home addresses or a note?",This app uses a survey address from which my house is inaccessible so using the app puts me at risk Can you add a feature that allows an update of home addresses or a note,"['this', 'app', 'uses', 'a', 'survey', 'address', 'from', 'which', 'my', 'house', 'is', 'inaccessible', 'so', 'using', 'the', 'app', 'puts', 'me', 'at', 'risk', 'can', 'you', 'add', 'a', 'feature', 'that', 'allows', 'an', 'update', 'of', 'home', 'addresses', 'or', 'a', 'note']","['app', 'uses', 'survey', 'address', 'house', 'inaccessible', 'using', 'app', 'puts', 'risk', 'add', 'feature', 'allows', 'update', 'home', 'addresses', 'note']","['app', 'use', 'survey', 'address', 'hous', 'inaccess', 'use', 'app', 'put', 'risk', 'add', 'featur', 'allow', 'updat', 'home', 'address', 'note']","['app', 'us', 'survey', 'address', 'house', 'inaccessible', 'using', 'app', 'put', 'risk', 'add', 'feature', 'allows', 'update', 'home', 'address', 'note']"
821,neutral,Since the update the addresses don't appear only the coordinates,Since the update the addresses dont appear only the coordinates,"['since', 'the', 'update', 'the', 'addresses', 'dont', 'appear', 'only', 'the', 'coordinates']","['since', 'update', 'addresses', 'dont', 'appear', 'coordinates']","['sinc', 'updat', 'address', 'dont', 'appear', 'coordin']","['since', 'update', 'address', 'dont', 'appear', 'coordinate']"
822,positive,"000 ask what service you want, so you need to be conscious , then they need you to read your threewords W3W location which they had not heard of and would not discuss any further , as you lay dying...",000 ask what service you want so you need to be conscious  then they need you to read your threewords W3W location which they had not heard of and would not discuss any further  as you lay dying,"['000', 'ask', 'what', 'service', 'you', 'want', 'so', 'you', 'need', 'to', 'be', 'conscious', 'then', 'they', 'need', 'you', 'to', 'read', 'your', 'threewords', 'w3w', 'location', 'which', 'they', 'had', 'not', 'heard', 'of', 'and', 'would', 'not', 'discuss', 'any', 'further', 'as', 'you', 'lay', 'dying']","['000', 'ask', 'service', 'want', 'need', 'conscious', 'need', 'read', 'threewords', 'w3w', 'location', 'heard', 'would', 'discuss', 'lay', 'dying']","['000', 'ask', 'servic', 'want', 'need', 'consciou', 'need', 'read', 'threeword', 'w3w', 'locat', 'heard', 'would', 'discuss', 'lay', 'die']","['000', 'ask', 'service', 'want', 'need', 'conscious', 'need', 'read', 'threewords', 'w3w', 'location', 'heard', 'would', 'discus', 'lay', 'dying']"
823,positive,"Amazing app
Bring out lots of new features and update for newer devices and all screen sizes","Amazing app
Bring out lots of new features and update for newer devices and all screen sizes","['amazing', 'app', 'bring', 'out', 'lots', 'of', 'new', 'features', 'and', 'update', 'for', 'newer', 'devices', 'and', 'all', 'screen', 'sizes']","['amazing', 'app', 'bring', 'lots', 'new', 'features', 'update', 'newer', 'devices', 'screen', 'sizes']","['amaz', 'app', 'bring', 'lot', 'new', 'featur', 'updat', 'newer', 'devic', 'screen', 'size']","['amazing', 'app', 'bring', 'lot', 'new', 'feature', 'update', 'newer', 'device', 'screen', 'size']"
824,negative,The newly updated app is useless. It crashes within seconds of being launched!,The newly updated app is useless It crashes within seconds of being launched,"['the', 'newly', 'updated', 'app', 'is', 'useless', 'it', 'crashes', 'within', 'seconds', 'of', 'being', 'launched']","['newly', 'updated', 'app', 'useless', 'crashes', 'within', 'seconds', 'launched']","['newli', 'updat', 'app', 'useless', 'crash', 'within', 'second', 'launch']","['newly', 'updated', 'app', 'useless', 'crash', 'within', 'second', 'launched']"
825,positive,"Canâ€™t share it ! 

Needs a button of option to share it with friends.

Needs promotion 
It is the best kept secret

Need a way to send the location without needed to â€˜tellâ€ it

Great idea
Great app otherwise","Canâ€™t share it  

Needs a button of option to share it with friends

Needs promotion 
It is the best kept secret

Need a way to send the location without needed to â€˜tellâ€ it

Great idea
Great app otherwise","['canâ', 't', 'share', 'it', 'needs', 'a', 'button', 'of', 'option', 'to', 'share', 'it', 'with', 'friends', 'needs', 'promotion', 'it', 'is', 'the', 'best', 'kept', 'secret', 'need', 'a', 'way', 'to', 'send', 'the', 'location', 'without', 'needed', 'to', 'â', 'tellâ', 'it', 'great', 'idea', 'great', 'app', 'otherwise']","['canâ', 'share', 'needs', 'button', 'option', 'share', 'friends', 'needs', 'promotion', 'best', 'kept', 'secret', 'need', 'way', 'send', 'location', 'without', 'needed', 'â', 'tellâ', 'great', 'idea', 'great', 'app', 'otherwise']","['canâ', 'share', 'need', 'button', 'option', 'share', 'friend', 'need', 'promot', 'best', 'kept', 'secret', 'need', 'way', 'send', 'locat', 'without', 'need', 'â', 'tellâ', 'great', 'idea', 'great', 'app', 'otherwis']","['canâ', 'share', 'need', 'button', 'option', 'share', 'friend', 'need', 'promotion', 'best', 'kept', 'secret', 'need', 'way', 'send', 'location', 'without', 'needed', 'â', 'tellâ', 'great', 'idea', 'great', 'app', 'otherwise']"
826,negative,The new app icon design is a very poor substitute for the original.,The new app icon design is a very poor substitute for the original,"['the', 'new', 'app', 'icon', 'design', 'is', 'a', 'very', 'poor', 'substitute', 'for', 'the', 'original']","['new', 'app', 'icon', 'design', 'poor', 'substitute', 'original']","['new', 'app', 'icon', 'design', 'poor', 'substitut', 'origin']","['new', 'app', 'icon', 'design', 'poor', 'substitute', 'original']"
827,positive,How easy is this.... awesome,How easy is this awesome,"['how', 'easy', 'is', 'this', 'awesome']","['easy', 'awesome']","['easi', 'awesom']","['easy', 'awesome']"
828,neutral,Just downloaded and tested this app. It keeps crashing. It has also given 4 different three word descriptors of my location.,Just downloaded and tested this app It keeps crashing It has also given 4 different three word descriptors of my location,"['just', 'downloaded', 'and', 'tested', 'this', 'app', 'it', 'keeps', 'crashing', 'it', 'has', 'also', 'given', '4', 'different', 'three', 'word', 'descriptors', 'of', 'my', 'location']","['downloaded', 'tested', 'app', 'keeps', 'crashing', 'also', 'given', '4', 'different', 'three', 'word', 'descriptors', 'location']","['download', 'test', 'app', 'keep', 'crash', 'also', 'given', '4', 'differ', 'three', 'word', 'descriptor', 'locat']","['downloaded', 'tested', 'app', 'keep', 'crashing', 'also', 'given', '4', 'different', 'three', 'word', 'descriptor', 'location']"
829,negative,"Needs to be able to send coordinates to an emergency contact/carer, for people who under Domestic Violence/stalking duress",Needs to be able to send coordinates to an emergency contactcarer for people who under Domestic Violencestalking duress,"['needs', 'to', 'be', 'able', 'to', 'send', 'coordinates', 'to', 'an', 'emergency', 'contactcarer', 'for', 'people', 'who', 'under', 'domestic', 'violencestalking', 'duress']","['needs', 'able', 'send', 'coordinates', 'emergency', 'contactcarer', 'people', 'domestic', 'violencestalking', 'duress']","['need', 'abl', 'send', 'coordin', 'emerg', 'contactcar', 'peopl', 'domest', 'violencestalk', 'duress']","['need', 'able', 'send', 'coordinate', 'emergency', 'contactcarer', 'people', 'domestic', 'violencestalking', 'duress']"
830,negative,"Why canâ€™t I stream video live to emergency services ?
What if Iâ€™m recording a crime in progress ?
What if Iâ€™m recording my attacker who then destroys my phone ? (Video evidence would be in the cloud if I could stream direct to 000) making catching the crim a lot easier.
The operator could provide advice that is more relevant based on what they are seeing

Come on people 
Itâ€™s 2019
We have the technical expertise 
Why arnt you embracing it ?","Why canâ€™t I stream video live to emergency services 
What if Iâ€™m recording a crime in progress 
What if Iâ€™m recording my attacker who then destroys my phone  Video evidence would be in the cloud if I could stream direct to 000 making catching the crim a lot easier
The operator could provide advice that is more relevant based on what they are seeing

Come on people 
Itâ€™s 2019
We have the technical expertise 
Why arnt you embracing it ","['why', 'canâ', 't', 'i', 'stream', 'video', 'live', 'to', 'emergency', 'services', 'what', 'if', 'iâ', 'm', 'recording', 'a', 'crime', 'in', 'progress', 'what', 'if', 'iâ', 'm', 'recording', 'my', 'attacker', 'who', 'then', 'destroys', 'my', 'phone', 'video', 'evidence', 'would', 'be', 'in', 'the', 'cloud', 'if', 'i', 'could', 'stream', 'direct', 'to', '000', 'making', 'catching', 'the', 'crim', 'a', 'lot', 'easier', 'the', 'operator', 'could', 'provide', 'advice', 'that', 'is', 'more', 'relevant', 'based', 'on', 'what', 'they', 'are', 'seeing', 'come', 'on', 'people', 'itâ', 's', '2019', 'we', 'have', 'the', 'technical', 'expertise', 'why', 'arnt', 'you', 'embracing', 'it', '']","['canâ', 'stream', 'video', 'live', 'emergency', 'services', 'iâ', 'recording', 'crime', 'progress', 'iâ', 'recording', 'attacker', 'destroys', 'phone', 'video', 'evidence', 'would', 'cloud', 'could', 'stream', 'direct', '000', 'making', 'catching', 'crim', 'lot', 'easier', 'operator', 'could', 'provide', 'advice', 'relevant', 'based', 'seeing', 'come', 'people', 'itâ', '2019', 'technical', 'expertise', 'arnt', 'embracing', '']","['canâ', 'stream', 'video', 'live', 'emerg', 'servic', 'iâ', 'record', 'crime', 'progress', 'iâ', 'record', 'attack', 'destroy', 'phone', 'video', 'evid', 'would', 'cloud', 'could', 'stream', 'direct', '000', 'make', 'catch', 'crim', 'lot', 'easier', 'oper', 'could', 'provid', 'advic', 'relev', 'base', 'see', 'come', 'peopl', 'itâ', '2019', 'technic', 'expertis', 'arnt', 'embrac', '']","['canâ', 'stream', 'video', 'live', 'emergency', 'service', 'iâ', 'recording', 'crime', 'progress', 'iâ', 'recording', 'attacker', 'destroys', 'phone', 'video', 'evidence', 'would', 'cloud', 'could', 'stream', 'direct', '000', 'making', 'catching', 'crim', 'lot', 'easier', 'operator', 'could', 'provide', 'advice', 'relevant', 'based', 'seeing', 'come', 'people', 'itâ', '2019', 'technical', 'expertise', 'arnt', 'embracing', '']"
831,negative,"Rang non urgent police line re dumped stolen items I found on Qld walking track, tried to use location on app operator said we donâ€™t use it and only google maps.",Rang non urgent police line re dumped stolen items I found on Qld walking track tried to use location on app operator said we donâ€™t use it and only google maps,"['rang', 'non', 'urgent', 'police', 'line', 're', 'dumped', 'stolen', 'items', 'i', 'found', 'on', 'qld', 'walking', 'track', 'tried', 'to', 'use', 'location', 'on', 'app', 'operator', 'said', 'we', 'donâ', 't', 'use', 'it', 'and', 'only', 'google', 'maps']","['rang', 'non', 'urgent', 'police', 'line', 'dumped', 'stolen', 'items', 'found', 'qld', 'walking', 'track', 'tried', 'use', 'location', 'app', 'operator', 'said', 'donâ', 'use', 'google', 'maps']","['rang', 'non', 'urgent', 'polic', 'line', 'dump', 'stolen', 'item', 'found', 'qld', 'walk', 'track', 'tri', 'use', 'locat', 'app', 'oper', 'said', 'donâ', 'use', 'googl', 'map']","['rang', 'non', 'urgent', 'police', 'line', 'dumped', 'stolen', 'item', 'found', 'qld', 'walking', 'track', 'tried', 'use', 'location', 'app', 'operator', 'said', 'donâ', 'use', 'google', 'map']"
832,negative,"Accuracy seems to be problematic. When checking the app at home, itâ€™s so far shown me as being in three different locations, none of which are my home, and one up to 3km away.",Accuracy seems to be problematic When checking the app at home itâ€™s so far shown me as being in three different locations none of which are my home and one up to 3km away,"['accuracy', 'seems', 'to', 'be', 'problematic', 'when', 'checking', 'the', 'app', 'at', 'home', 'itâ', 's', 'so', 'far', 'shown', 'me', 'as', 'being', 'in', 'three', 'different', 'locations', 'none', 'of', 'which', 'are', 'my', 'home', 'and', 'one', 'up', 'to', '3km', 'away']","['accuracy', 'seems', 'problematic', 'checking', 'app', 'home', 'itâ', 'far', 'shown', 'three', 'different', 'locations', 'none', 'home', 'one', '3km', 'away']","['accuraci', 'seem', 'problemat', 'check', 'app', 'home', 'itâ', 'far', 'shown', 'three', 'differ', 'locat', 'none', 'home', 'one', '3km', 'away']","['accuracy', 'seems', 'problematic', 'checking', 'app', 'home', 'itâ', 'far', 'shown', 'three', 'different', 'location', 'none', 'home', 'one', '3km', 'away']"
