,SENTIMENT,REVIEW,REVIEW_punctuation,REVIEW_punctuation_tokenized,REVIEW_punctuation_tokenized_sw,REVIEW_punctuation_tokenized_sw_stemmed,REVIEW_punctuation_tokenized_sw_lemmatized
52,negative,"I got this app to prepare myself in case I ever need to provide first aid for someone. I started by checking out the quizzes, and they are worthless. The questions are pretty basic and the wrong answers are way too obvious (ex: a water gun is not used to treat an allergic reaction).",I got this app to prepare myself in case I ever need to provide first aid for someone I started by checking out the quizzes and they are worthless The questions are pretty basic and the wrong answers are way too obvious ex a water gun is not used to treat an allergic reaction,"['i', 'got', 'this', 'app', 'to', 'prepare', 'myself', 'in', 'case', 'i', 'ever', 'need', 'to', 'provide', 'first', 'aid', 'for', 'someone', 'i', 'started', 'by', 'checking', 'out', 'the', 'quizzes', 'and', 'they', 'are', 'worthless', 'the', 'questions', 'are', 'pretty', 'basic', 'and', 'the', 'wrong', 'answers', 'are', 'way', 'too', 'obvious', 'ex', 'a', 'water', 'gun', 'is', 'not', 'used', 'to', 'treat', 'an', 'allergic', 'reaction']","['got', 'app', 'prepare', 'case', 'ever', 'need', 'provide', 'first', 'aid', 'someone', 'started', 'checking', 'quizzes', 'worthless', 'questions', 'pretty', 'basic', 'wrong', 'answers', 'way', 'obvious', 'ex', 'water', 'gun', 'used', 'treat', 'allergic', 'reaction']","['got', 'app', 'prepar', 'case', 'ever', 'need', 'provid', 'first', 'aid', 'someon', 'start', 'check', 'quizz', 'worthless', 'question', 'pretti', 'basic', 'wrong', 'answer', 'way', 'obviou', 'ex', 'water', 'gun', 'use', 'treat', 'allerg', 'reaction']","['got', 'app', 'prepare', 'case', 'ever', 'need', 'provide', 'first', 'aid', 'someone', 'started', 'checking', 'quiz', 'worthless', 'question', 'pretty', 'basic', 'wrong', 'answer', 'way', 'obvious', 'ex', 'water', 'gun', 'used', 'treat', 'allergic', 'reaction']"
53,positive,Very good basic information on first aid.,Very good basic information on first aid,"['very', 'good', 'basic', 'information', 'on', 'first', 'aid']","['good', 'basic', 'information', 'first', 'aid']","['good', 'basic', 'inform', 'first', 'aid']","['good', 'basic', 'information', 'first', 'aid']"
54,positive,Id like more info,Id like more info,"['id', 'like', 'more', 'info']","['id', 'like', 'info']","['id', 'like', 'info']","['id', 'like', 'info']"
55,neutral,"Um, so I opened the app to get some advice on a blister. Couldn't find it quickly. Maybe it's there, maybe not. You'd think that a first aid resource would have a search function.",Um so I opened the app to get some advice on a blister Couldnt find it quickly Maybe its there maybe not Youd think that a first aid resource would have a search function,"['um', 'so', 'i', 'opened', 'the', 'app', 'to', 'get', 'some', 'advice', 'on', 'a', 'blister', 'couldnt', 'find', 'it', 'quickly', 'maybe', 'its', 'there', 'maybe', 'not', 'youd', 'think', 'that', 'a', 'first', 'aid', 'resource', 'would', 'have', 'a', 'search', 'function']","['um', 'opened', 'app', 'get', 'advice', 'blister', 'couldnt', 'find', 'quickly', 'maybe', 'maybe', 'youd', 'think', 'first', 'aid', 'resource', 'would', 'search', 'function']","['um', 'open', 'app', 'get', 'advic', 'blister', 'couldnt', 'find', 'quickli', 'mayb', 'mayb', 'youd', 'think', 'first', 'aid', 'resourc', 'would', 'search', 'function']","['um', 'opened', 'app', 'get', 'advice', 'blister', 'couldnt', 'find', 'quickly', 'maybe', 'maybe', 'youd', 'think', 'first', 'aid', 'resource', 'would', 'search', 'function']"
56,positive,"Mucho info ,,Great",Mucho info Great,"['mucho', 'info', 'great']","['mucho', 'info', 'great']","['mucho', 'info', 'great']","['mucho', 'info', 'great']"
57,positive,I love this app. Tessa harrod,I love this app Tessa harrod,"['i', 'love', 'this', 'app', 'tessa', 'harrod']","['love', 'app', 'tessa', 'harrod']","['love', 'app', 'tessa', 'harrod']","['love', 'app', 'tessa', 'harrod']"
58,positive,It's good and can help save lives,Its good and can help save lives,"['its', 'good', 'and', 'can', 'help', 'save', 'lives']","['good', 'help', 'save', 'lives']","['good', 'help', 'save', 'live']","['good', 'help', 'save', 'life']"
59,neutral,Touch sensor was not working properly,Touch sensor was not working properly,"['touch', 'sensor', 'was', 'not', 'working', 'properly']","['touch', 'sensor', 'working', 'properly']","['touch', 'sensor', 'work', 'properli']","['touch', 'sensor', 'working', 'properly']"
60,positive,Great tool to have for emergencies.,Great tool to have for emergencies,"['great', 'tool', 'to', 'have', 'for', 'emergencies']","['great', 'tool', 'emergencies']","['great', 'tool', 'emerg']","['great', 'tool', 'emergency']"
61,positive,Great way to keep info close to you!,Great way to keep info close to you,"['great', 'way', 'to', 'keep', 'info', 'close', 'to', 'you']","['great', 'way', 'keep', 'info', 'close']","['great', 'way', 'keep', 'info', 'close']","['great', 'way', 'keep', 'info', 'close']"
62,positive,Care for yourself help others,Care for yourself help others,"['care', 'for', 'yourself', 'help', 'others']","['care', 'help', 'others']","['care', 'help', 'other']","['care', 'help', 'others']"
63,positive,Very useful.,Very useful,"['very', 'useful']",['useful'],['use'],['useful']
64,positive,Love taking the first aid quizzes! Easy to read !!,Love taking the first aid quizzes Easy to read ,"['love', 'taking', 'the', 'first', 'aid', 'quizzes', 'easy', 'to', 'read', '']","['love', 'taking', 'first', 'aid', 'quizzes', 'easy', 'read', '']","['love', 'take', 'first', 'aid', 'quizz', 'easi', 'read', '']","['love', 'taking', 'first', 'aid', 'quiz', 'easy', 'read', '']"
65,positive,Very good ðŸ‘,Very good ðŸ‘,"['very', 'good', 'ðÿ', '']","['good', 'ðÿ', '']","['good', 'ðÿ', '']","['good', 'ðÿ', '']"
66,positive,Great,Great,['great'],['great'],['great'],['great']
67,positive,"This app helps you find a clear distribution of what to do in a certain situations. Such as if someone has a asthma attack you would want to make them feel comfortable,make sure someone reassures the person and if they don't have their medication and is uncontrollable call 911.It also has an 911 number under the things that should be getting called to 911 for emergencies.This app is definitely worth getting for more information and knowledge about emergencies or just knowing about certain stuff",This app helps you find a clear distribution of what to do in a certain situations Such as if someone has a asthma attack you would want to make them feel comfortablemake sure someone reassures the person and if they dont have their medication and is uncontrollable call 911It also has an 911 number under the things that should be getting called to 911 for emergenciesThis app is definitely worth getting for more information and knowledge about emergencies or just knowing about certain stuff,"['this', 'app', 'helps', 'you', 'find', 'a', 'clear', 'distribution', 'of', 'what', 'to', 'do', 'in', 'a', 'certain', 'situations', 'such', 'as', 'if', 'someone', 'has', 'a', 'asthma', 'attack', 'you', 'would', 'want', 'to', 'make', 'them', 'feel', 'comfortablemake', 'sure', 'someone', 'reassures', 'the', 'person', 'and', 'if', 'they', 'dont', 'have', 'their', 'medication', 'and', 'is', 'uncontrollable', 'call', '911it', 'also', 'has', 'an', '911', 'number', 'under', 'the', 'things', 'that', 'should', 'be', 'getting', 'called', 'to', '911', 'for', 'emergenciesthis', 'app', 'is', 'definitely', 'worth', 'getting', 'for', 'more', 'information', 'and', 'knowledge', 'about', 'emergencies', 'or', 'just', 'knowing', 'about', 'certain', 'stuff']","['app', 'helps', 'find', 'clear', 'distribution', 'certain', 'situations', 'someone', 'asthma', 'attack', 'would', 'want', 'make', 'feel', 'comfortablemake', 'sure', 'someone', 'reassures', 'person', 'dont', 'medication', 'uncontrollable', 'call', '911it', 'also', '911', 'number', 'things', 'getting', 'called', '911', 'emergenciesthis', 'app', 'definitely', 'worth', 'getting', 'information', 'knowledge', 'emergencies', 'knowing', 'certain', 'stuff']","['app', 'help', 'find', 'clear', 'distribut', 'certain', 'situat', 'someon', 'asthma', 'attack', 'would', 'want', 'make', 'feel', 'comfortablemak', 'sure', 'someon', 'reassur', 'person', 'dont', 'medic', 'uncontrol', 'call', '911it', 'also', '911', 'number', 'thing', 'get', 'call', '911', 'emergenciesthi', 'app', 'definit', 'worth', 'get', 'inform', 'knowledg', 'emerg', 'know', 'certain', 'stuff']","['app', 'help', 'find', 'clear', 'distribution', 'certain', 'situation', 'someone', 'asthma', 'attack', 'would', 'want', 'make', 'feel', 'comfortablemake', 'sure', 'someone', 'reassures', 'person', 'dont', 'medication', 'uncontrollable', 'call', '911it', 'also', '911', 'number', 'thing', 'getting', 'called', '911', 'emergenciesthis', 'app', 'definitely', 'worth', 'getting', 'information', 'knowledge', 'emergency', 'knowing', 'certain', 'stuff']"
68,positive,"I appreciate the fact that you are really serious about optimizing your app and not like other apps being ""optimized every week"" and barely anything being noticed about the optimization, so I'm really happy about everything you are doing guys and so good job â¤ï¸",I appreciate the fact that you are really serious about optimizing your app and not like other apps being optimized every week and barely anything being noticed about the optimization so Im really happy about everything you are doing guys and so good job â¤ï¸,"['i', 'appreciate', 'the', 'fact', 'that', 'you', 'are', 'really', 'serious', 'about', 'optimizing', 'your', 'app', 'and', 'not', 'like', 'other', 'apps', 'being', 'optimized', 'every', 'week', 'and', 'barely', 'anything', 'being', 'noticed', 'about', 'the', 'optimization', 'so', 'im', 'really', 'happy', 'about', 'everything', 'you', 'are', 'doing', 'guys', 'and', 'so', 'good', 'job', 'â', 'ï', '']","['appreciate', 'fact', 'really', 'serious', 'optimizing', 'app', 'like', 'apps', 'optimized', 'every', 'week', 'barely', 'anything', 'noticed', 'optimization', 'im', 'really', 'happy', 'everything', 'guys', 'good', 'job', 'â', 'ï', '']","['appreci', 'fact', 'realli', 'seriou', 'optim', 'app', 'like', 'app', 'optim', 'everi', 'week', 'bare', 'anyth', 'notic', 'optim', 'im', 'realli', 'happi', 'everyth', 'guy', 'good', 'job', 'â', 'ï', '']","['appreciate', 'fact', 'really', 'serious', 'optimizing', 'app', 'like', 'apps', 'optimized', 'every', 'week', 'barely', 'anything', 'noticed', 'optimization', 'im', 'really', 'happy', 'everything', 'guy', 'good', 'job', 'â', 'ï', '']"
69,positive,"A lot of knowledge, well explain. Love ut",A lot of knowledge well explain Love ut,"['a', 'lot', 'of', 'knowledge', 'well', 'explain', 'love', 'ut']","['lot', 'knowledge', 'well', 'explain', 'love', 'ut']","['lot', 'knowledg', 'well', 'explain', 'love', 'ut']","['lot', 'knowledge', 'well', 'explain', 'love', 'ut']"
70,positive,Good basic information that can really make a difference in an emergency.,Good basic information that can really make a difference in an emergency,"['good', 'basic', 'information', 'that', 'can', 'really', 'make', 'a', 'difference', 'in', 'an', 'emergency']","['good', 'basic', 'information', 'really', 'make', 'difference', 'emergency']","['good', 'basic', 'inform', 'realli', 'make', 'differ', 'emerg']","['good', 'basic', 'information', 'really', 'make', 'difference', 'emergency']"
71,positive,Love this app. I especially like that the content is viewable offline. Because you never know when you might be in an emergency situation and not have wifi or cellular service. That was a very smart implementation.,Love this app I especially like that the content is viewable offline Because you never know when you might be in an emergency situation and not have wifi or cellular service That was a very smart implementation,"['love', 'this', 'app', 'i', 'especially', 'like', 'that', 'the', 'content', 'is', 'viewable', 'offline', 'because', 'you', 'never', 'know', 'when', 'you', 'might', 'be', 'in', 'an', 'emergency', 'situation', 'and', 'not', 'have', 'wifi', 'or', 'cellular', 'service', 'that', 'was', 'a', 'very', 'smart', 'implementation']","['love', 'app', 'especially', 'like', 'content', 'viewable', 'offline', 'never', 'know', 'might', 'emergency', 'situation', 'wifi', 'cellular', 'service', 'smart', 'implementation']","['love', 'app', 'especi', 'like', 'content', 'viewabl', 'offlin', 'never', 'know', 'might', 'emerg', 'situat', 'wifi', 'cellular', 'servic', 'smart', 'implement']","['love', 'app', 'especially', 'like', 'content', 'viewable', 'offline', 'never', 'know', 'might', 'emergency', 'situation', 'wifi', 'cellular', 'service', 'smart', 'implementation']"
72,positive,Great app. I have been a bystander at multiple fatal accidents in my life. This would have better helped me render aid while waiting on the emergency services. Love the gps to local hospitals function. I am new to my area and I learned of several hospitals of which I was unaware.,Great app I have been a bystander at multiple fatal accidents in my life This would have better helped me render aid while waiting on the emergency services Love the gps to local hospitals function I am new to my area and I learned of several hospitals of which I was unaware,"['great', 'app', 'i', 'have', 'been', 'a', 'bystander', 'at', 'multiple', 'fatal', 'accidents', 'in', 'my', 'life', 'this', 'would', 'have', 'better', 'helped', 'me', 'render', 'aid', 'while', 'waiting', 'on', 'the', 'emergency', 'services', 'love', 'the', 'gps', 'to', 'local', 'hospitals', 'function', 'i', 'am', 'new', 'to', 'my', 'area', 'and', 'i', 'learned', 'of', 'several', 'hospitals', 'of', 'which', 'i', 'was', 'unaware']","['great', 'app', 'bystander', 'multiple', 'fatal', 'accidents', 'life', 'would', 'better', 'helped', 'render', 'aid', 'waiting', 'emergency', 'services', 'love', 'gps', 'local', 'hospitals', 'function', 'new', 'area', 'learned', 'several', 'hospitals', 'unaware']","['great', 'app', 'bystand', 'multipl', 'fatal', 'accid', 'life', 'would', 'better', 'help', 'render', 'aid', 'wait', 'emerg', 'servic', 'love', 'gp', 'local', 'hospit', 'function', 'new', 'area', 'learn', 'sever', 'hospit', 'unawar']","['great', 'app', 'bystander', 'multiple', 'fatal', 'accident', 'life', 'would', 'better', 'helped', 'render', 'aid', 'waiting', 'emergency', 'service', 'love', 'gps', 'local', 'hospital', 'function', 'new', 'area', 'learned', 'several', 'hospital', 'unaware']"
73,negative,"Some of the categories in ""non-life-threatening"" have no title but do have content.",Some of the categories in nonlifethreatening have no title but do have content,"['some', 'of', 'the', 'categories', 'in', 'nonlifethreatening', 'have', 'no', 'title', 'but', 'do', 'have', 'content']","['categories', 'nonlifethreatening', 'title', 'content']","['categori', 'nonlifethreaten', 'titl', 'content']","['category', 'nonlifethreatening', 'title', 'content']"
74,neutral,seems to be a functional app,seems to be a functional app,"['seems', 'to', 'be', 'a', 'functional', 'app']","['seems', 'functional', 'app']","['seem', 'function', 'app']","['seems', 'functional', 'app']"
75,neutral,Can Always Come In Handy..,Can Always Come In Handy,"['can', 'always', 'come', 'in', 'handy']","['always', 'come', 'handy']","['alway', 'come', 'handi']","['always', 'come', 'handy']"
76,positive,I love it,I love it,"['i', 'love', 'it']",['love'],['love'],['love']
77,positive,Good information,Good information,"['good', 'information']","['good', 'information']","['good', 'inform']","['good', 'information']"
78,positive,Hope things get better,Hope things get better,"['hope', 'things', 'get', 'better']","['hope', 'things', 'get', 'better']","['hope', 'thing', 'get', 'better']","['hope', 'thing', 'get', 'better']"
