,User Name,Review,Rating,Date of Review,sentiment
918,cludwigtitan,I have recommended this app to all my students and trainees! A PHENOMENAL supplement to the AEC training courses.,5,2012-07-21,1
919,Jeffreypence34,I have found this app very helpful,5,2012-07-06,1
920,Nicepants153,Please update it cuz it crashes too much,4,2013-08-15,1
921,blueadamson7,"It was so helpful
Everyone should get this app",5,2012-07-02,1
922,Koodiak,This app is very well put together and easy to use..,5,2012-07-01,1
923,Cover orange rocks (kid)$,This is a vet good app that can save a life any time now,5,2012-07-01,1
924,Mrskavs,"Preventative, informative even instructional! Great comprehensive app for anyone and everyone who is safety conscious! Spread the word!",5,2012-06-15,1
925,Tburnett25,Useful information at your finger tips,5,2012-06-15,1
926,AuntieAmber,Great tool to have on hand. Plus I really like the quizzes.,5,2015-02-04,1
927,Big-D86us,A great app and informative. Covers most of the basics,5,2014-09-25,1
928,W4abx,"Anyone that carries a smartphone should have this App, and all of the Red Cross Apps loaded. Very informative.",5,2014-06-11,0
929,Elephant seal boy,Amazing app! Recommend everyone to have this app,5,2014-06-03,1
930,Niawd,"Why do you not include snake bites?
I asked you about this a couple of
Years ago.  Haven't heard why you
refuse to include it.",3,2013-08-24,-1
931,Jrtdaddy,Needs more pictures/diagrams on procedures. No CPR why?,4,2012-12-26,-1
932,Mojo_sodope415,"Love this app love the Red Cross❤👍
Everything I need at the palm of my hands..",5,2013-03-13,1
933,BabysittFranny,"Good, helpful app. Has many instructions in medical situations.",5,2013-02-22,1
934,Bumphus47,Very useful tool for the layman. Simple and easy to understand. Learn it before you need it.,4,2012-07-29,1
935,SamiraMateo,It's great and come in handy when needed. And serve for educational purpose.,5,2012-10-06,1
936,brian.alicea,"I live in Puerto Rico, so its really usefull when im disconected from the world to know what happening.",5,2012-08-21,0
937,Mega run star,Best thing ever I got all my tests right,5,2012-08-11,1
938,George1946,This ARC app is great and will get even better as new content is added.,5,2012-08-01,1
939,Nozgotham,Great to have for continuing skill improvement.,5,2012-07-25,1
940,Tray Clark,As I said...,4,2012-09-30,0
941,silverladybug,Nicely done. Great to have as a reference in case of emergency. Thanks for making this free!,5,2012-07-06,1
942,Mazzocki,I'm a lifeguard and this app is perfect to help keep up on my knowledge!,5,2012-07-04,1
943,Deer365,This is the best app I have seen. If you are in an emergency situation or just need to learn about emergency solutions.,5,2012-06-20,1
944,ExtremeAwsomeGuy12,Really useful. Even more since I'm in scouts.,5,2014-04-18,1
945,LHR35,Just recently certified and this info was exact with info taught!,5,2013-02-10,0
946,Chobiz,Easy to use and understand!,5,2012-12-11,1
947,Blondie 2nd,Excellent app very informative and user friendly,5,2012-10-07,1
948,Manuel Villa,Great app with life saving tips and it's free!! Must have for every IPhone!,5,2012-07-27,1
949,L-squared,Was great to see the American Red Cross come out with a great preparedness tool. Free to everyone!,5,2012-07-04,1
950,tytylaurencio,"This app is great because my mom has been working at this place and has been getting a lot of burns lately, and they sometimes turn into scars, 
But  I told her how to treat it and her skin has been clearing up.",1,2012-07-04,1
951,Nathaniel James Smith,This a very useful app absolutely love it everyone should have it.,5,2012-07-01,1
952,KayPasa24,Great job ARC! Easy to use and well organized. Perfect for a lay responder.,5,2012-06-16,1
953,Mike Hollis,"Great to refresh skills, and a nice resource to have at hand for emergencies and disaster preparation.",5,2012-06-15,1
954,The Anonymous Anon,Works perfectly as a back up. Love it!,5,2016-05-26,1
955,yeahanon1346477,"Recommended to everyone, no matter age or walk of life",5,2015-04-28,1
956,AshCrafts,Great for preparation and emergency situations!! A must have all for everyone,5,2014-11-12,1
957,sareewaugh,At the end of the quiz it shows that my answers I gave were incorrect but the correct answers given were the same ones I had chose. iPod 5th generation,1,2014-12-10,0
958,couragousthehuge,"I like the interactive aspect, works well.",5,2014-10-10,1
959,Bwimbs,I have learned so much already!!!!,5,2014-03-24,0
960,Perspicacity Penn,"Great app and easy to use, but the pain of a heart attack would be ""vise-like"" not ""vice-like.""",4,2014-04-02,1
961,Kseniya2387,"I'm so agreed with previous review , that make me so mad . Like really what the hell should I do if I don't have phone ? All they say "" call 911 "" . Stupid. I'm actually need to pass my CPR test don't think this app will get me anywhere ....",1,2013-08-22,-1
962,String131,Great information. Easily accessible. Good for everyday emergencies. Great for training.,5,2013-01-10,1
963,Angelato,Neat app with the necessary information.,5,2012-08-23,1
964,Gracayrocksss,Very informational. Gives you tests that can help you be prepared!,5,2012-08-09,1
965,GunnerSwart,"Grammatical errors/misspelled words throughout, content is presented in a rather unusual manner, substantial variance in the depth of information provided for each emergency event.",3,2012-07-11,-1
966,Josecorrea 2,Very helpful every one should have it,5,2012-07-03,1
967,Carr1e,"Amazing app I use it for stuff like boy scouts, useful information, love it",5,2012-07-03,1
968,GrammyBob,Great way to refresh my skills.,5,2012-06-16,1
969,Gearloose2013,Bad spelling all over. Did they copyedit? Are the facts correct if they never looked at the product their developers created?,3,2016-01-15,-1
970,Agets22,This can help in your daily life.,5,2014-01-24,1
971,Air head1234,This app is so helpful I have 3 kids & now this awesome app to help,5,2013-04-15,1
972,Missterf,I use thing very often! It's a great help!,5,2013-04-10,1
973,Mark5096,Great app as a medic i wish more would download and review on a regular basis.,5,2012-12-07,1
974,User 55556,Meets a need for today's tech savvy people,5,2012-07-21,0
975,Trobinson5867,I have learned a lot from this app. Very helpful!!,5,2012-07-18,1
976,tuhuy199,Everyone should have it,5,2012-07-07,0
977,Sammyg7241,This app is very helpful and I live how you can test yourself!,5,2012-07-06,1
978,Cricket463,"Simple to use, simple to understand, educational",5,2016-09-03,0
979,Jay34jay,"Just great information at your finger tips..,,",5,2014-08-03,1
980,Miles4me,It's practical and easy to have at your finger tips.,4,2014-10-14,1
981,Torn2piecez,As a Lifeguard this helps me with my training and remembrance for first aid.,5,2014-07-27,1
982,Sah2 ,Wow really insightful for when you need it.,5,2013-07-14,1
983,Eirikur3,Very informative  & helpfull application for those EMERGANCY medical situations that one may find themselves in!,5,2012-12-19,0
984,Stoddert,Great app to have just in case since I'm now CPR certified!,5,2012-12-02,1
985,bjpcanuck,"This is an excellent, well organized app!",5,2012-10-02,1
986,Rolltide45,This app is great and very informative! Definitely a must have!,5,2012-08-01,1
987,Ribbith,Awesome app! Everything you'd need to know in an emergency.,5,2012-07-11,1
988,csp123,"A must have. 
Learn great facts, but emergency help at your finger tips. 

You could help someone, and save a life -- when you have the right tools. 

Great make Red Cross!",5,2012-07-05,1
989,Abc1138,Download for sure,5,2012-07-05,1
990,nzolotar,Great learning tool for my 10yrs old,5,2012-07-04,1
991,Xarbry,Wow this is such an informative n well designed app. This app is a must!!!,5,2012-07-03,1
992,XinyuLucyLiu,It's a very useful app to be accessed any time everywhere.,5,2012-06-24,1
993,Wildflower106,"Such a fantastic idea, thank you so much for this.",5,2012-06-14,1
994,CPR and First aid trained,I'm first aid trained and think this app is good for people who don't know Lot about firstaid.,4,2013-02-16,1
995,Never Forget1,Want to how to help a critically injured child? Don't bother asking the RedCross. They clearly now think us too stupid to be given the most basic of steps to help victims. The Red Cross clearly fears lawsuits more than preventable deaths.,1,2013-03-17,1
996,Coronana,Great tool to have handy!,5,2013-03-10,1
997,nath,Everyone should get it!,5,2013-01-23,0
998,Royalsfanen,Extremely helpful and informative!,5,2012-09-29,1
999,Beyer Family,With this I can learn things I did not know.,5,2012-07-15,0
1000,John Cena Chic,It can call 911 in case of an emergency and might help you save a life or even your life!!! ,4,2012-07-05,1
1001,Patty Red Cross,Love app but want a search feature for emergency. Looking for snake bites and heat strokes.,5,2012-07-06,-1
1002,wi11iamedward,"Under the ""Stings/Bites"" category & the ""Prepare For..."" screen I expected to see more Zombie data.    O.o",4,2012-09-05,-1
1003,RAY,Teache⚡ and tests y☀u many things one sh🔥uld know in the time of an emergency.☔💦,5,2012-07-01,-1
1004,Less than 4 stars,"Though the content of the app is very useful, as an instructor for the Red Cross some of the steps are not taught in class.  Not sure of the models displayed here in the app",3,2012-06-14,1
1005,Amikings,Really helpful I love the little quizzes they give you to test your knowledge,4,2012-07-26,1
1006,MFMoore35,Really meets the Red Cross quality you would expect!,5,2012-08-01,0
1007,"Turilees Turbo :"")",This is a very good !! App I'm a volunteer EMT and this will help anyone in quick minute.. Always call 911 ASAP Though .....,4,2012-07-01,1
1008,Cici91112,This app has helped me a lot!!!,5,2012-07-11,0
1009,B-bop101,"Handy, great pics, and makes first aid fun.",5,2012-07-07,1
1010,fiercescott,Useful interesting and important to everyday life👍,5,2012-07-05,1
1011,sofiiisofiarb,"Very good i love it, very usefull comes in handy youll never know what will happen 👍",5,2012-07-02,1
1012,Dara Do,Wow really insightful for when you need it.,5,2012-07-02,1
1013,Puppy#90000000,I like it It has everything you need on first aid.,4,2012-06-25,1
1014,He who is cool,Very informative for the average person.    An amazing app.,5,2012-06-30,1
1015,Joanne029,Very handy as a basic first aid tool.,5,2012-06-24,0
1016,Ghiobertty,Very great idea to have that app on my Iphone,5,2012-06-19,1
1017,ferasa,I know it'll come very handy one day.,5,2012-06-17,0
1018,Naia82904,This is one of the best thing ARC came out with great job research and marketing team,5,2012-06-17,1
1019,Parissa Kimia,"Clean, simple to use, nice looking, and instructional.",5,2012-06-15,1
1020,Divyneaka3,I like taking the quizzes to keep my mind sharp!,4,2012-07-04,1
1021,Zigtodazag,Light gray SMALL writing against white background.,3,2016-11-23,0
1022,Teen2793,The tests often count answers wrong even when they are right. There are also some questions without correct answers.,1,2015-02-08,-1
1023,Ordiwaya full,In the first aide section where it says test retake the test some of the questions it says drag slider to select the options the slider does not work. This app definitely needs an update,1,2013-09-12,1
1024,taggalog,Really?  It's like everything dead ends in either call 911 or take classes...? Are they really so afraid of getting sued that they won't type out what to actually do?,1,2013-08-12,-1
1025,ladigold,With this app I feel a little more prepared.,5,2012-09-25,1
1026,ZeUgly,"This is a must for all of is who are somewhere between the West Coast of Africa and the Caribbean, including the East Coast of the USA.",5,2012-08-13,0
1027,HopFroggy,This app will teach u any emergency and can call 911. Big have!,5,2012-07-05,-1
1028,MandieeBeaar,It's a great way to stay informed and be prepared in case of an emergency!,5,2012-07-02,1
1029,Udnirggykfohfygh,We used the info camping this weekend on a child that fell into a hot fire pit,5,2012-06-24,-1
1030,**SKYLER**,I've been trained for Years in CPR/First Aid and this app will help Every American help others in an emergency!!!,5,2012-06-14,1
1031,Sonny Man Man,This is a great beginners info. Quick reference to freshen up on.,5,2014-08-13,1
1032,JacobRR2000,Fantastic for travel and people that live In disaster prone areas,5,2014-06-25,-1
1033,Shorty907Elf,"Great information, and learning app for all ages.",5,2014-05-02,1
1034,Happyoutcome,Really love this app. A must have.,5,2012-09-18,1
1035,jlben317,"love this app! it's extremely helpful and full of info to knowledge you in emergency situations! download it, you never know when you might need it!",5,2012-07-30,1
1036,Homerun Derby1,This app is awesome! It should come preloaded on all phones and tablets!,5,2012-07-14,1
1037,Phillip A Blunt,This is a must for all iPhones iPods iPads.,5,2012-07-03,0
1038,Chaosedge1,"Fantastic app, impressive in everything it covers!",5,2012-06-16,1
1039,T@BBY MS46,Awesome app!! Very good information and handy!,5,2012-06-15,1
1040,DocSWAB,Everyone should study this in their spare time.,4,2012-07-22,0
1041,Xfiveohhx1,When you tap on tests it crashes,3,2015-04-14,0
1042,Sultan alrashidi,"It's very Awesome.

Thank you so much for this app",5,2012-07-07,1
1043,Brenman,Handy app to have with you!,5,2012-07-05,0
1044,소페악,Haha I love this App!! I think scouting life is going better with this App :),5,2012-07-03,1
1045,DanNyc9999,Wonderful app and very well done.,5,2012-06-29,1
1046,Storyofkiki77,So I glad I have this app,5,2012-06-27,1
1047,Henwin,Great app. Learned something new and very useful.,5,2012-06-14,1
1048,ALS737,I absolutely love this app! It is giving me reassurance and peace of mind!,5,2016-08-19,1
1049,seandrivescars,Thorough and great. Wish there were more checklists for pre-preparing!,5,2015-05-15,1
1050,Vtgoose,"Good, easy, fun way to learn what to do in an emergency.",5,2014-02-21,1
1051,mctrainer,i am in the traininh currently and it is extremely helpful for a quik reference. ive already leafned alot from it. and all the stuff from this is up to date.,5,2013-10-21,1
1052,KFresh56,This app is okay but on the quizzes the pictures do not show up. :P,3,2013-07-31,-1
1053,Luther222222222,Great apps all of the Red Cross apps are great wish I knew of these sooner!,5,2013-03-07,1
1054,Perfesser33,Everyone should have this,5,2012-09-19,0
1055,TCURT15,Great app and advice... But the audio isn't working on the videos.,4,2012-06-29,1
1056,NateTheGreat087,Why isn't this rated #1??,5,2012-07-05,0
1057,@ M I K E Y @,"I would recommend knowing to call 911 for emergencies, and call that before following the very limited instructions from this app.",1,2012-07-04,1
1058,Abprocks,This is a very good app to have if u are babysitting. It can help u save a life💉💊,5,2012-07-01,1
1059,DentalPiano,Don't miss the amazing chance!!,5,2012-06-30,-1
1060,Flyeststudd,A great tool to get help for health issues that can save someone's life.,4,2016-11-02,1
1061,Αnonymous,Great! But needs info on being safe during severe thunderstorms.,4,2012-06-29,1
1062,Dancinghappy6,I have loved reviewing the first aid that my scouts need to know!,5,2016-10-05,1
1063,Ali0612,"I like it a lot ,  just. Add. Arabic. Language",5,2014-10-09,1
1064,Jim C 46,"Great for beginners, or as a refresher for experienced people.",5,2014-03-12,1
1065,Ronjeepsarecool,Makes review so easy. I'm impressed,5,2012-09-13,1
1066,Dmarsella,Great info for any bad situation. Info cud help u save a life!,5,2012-08-04,1
1067,Nomobn66,Great to have,5,2012-08-03,1
1068,My name is Kintaro Oe!,I'm learning so much!,5,2012-07-15,0
1069,ma_wallace,So informative and quizzes were great!,5,2012-07-12,1
1070,berrysandae,It does advice what is best to do,5,2012-07-02,1
1071,Neon cat12345678987654321,Helpful info would like to see more topics,4,2012-08-22,1
1072,Lee337415,As a longtime Arcba volunteer I'm glad to see a such a useful app developed ;),5,2012-06-25,1
1073,Nik4z,Great practical app for anyone!,5,2012-06-15,1
1074,"Nurse, Mom, and Teacher",This is a great app! I have suggested this app to all my friends!,5,2012-06-15,1
1075,KC Instructor,The recovery position is different now for an unconscious adult. Love the app. It's easy to use and informative. Love the 911 feature.,3,2012-06-15,1
1076,Sfc E,I recently attended the Red Cross First Aid course and this app is a perfect tool to assist with almost any first aid emergency!,5,2012-06-14,1
1077,Phil strong,Good for any dad or mom to have,5,2014-06-15,1
1078,rtix81,This is a terrific app that follows class-room instruction closely. Wonderful job!,5,2013-03-26,1
1079,Jackiebrownrouttco,Even though I answered correctly it told me I was wrong several times,2,2013-02-02,-1
1080,Kirsti N,"There is nothing on snake bites, which is one of the reasons I downloaded the apps.",4,2012-09-16,0
1081,krikal,Love this app. Like the saying goes always be prepared.,5,2012-07-03,1
1082,Jewels3002,I will tell everyone I know how awesome it is! Good Job Red Cross! :-),5,2012-06-14,1
1083,smileyredhead,Informational and interactive,5,2015-06-17,0
1084,Clemson 2011,This app is amazing bc u learn about different first aid techniques,5,2012-09-27,1
1085,CallMeToasty,It would be great if you could optimize for iPhone 5!!,4,2013-03-21,1
1086,Nevergetofftheboat,Very well done. Please add Snake Bite to the bites and stings category.,5,2012-09-08,1
1087,crhallen89,Love it. The hurricane app is very informative. The first aid app is a must have. The CPR video and instruction are a life saver :),5,2012-08-26,1
1088,T Renee's,Good Safety feature for people on the road !,5,2012-08-06,1
1089,Broughshane,"I love this app, very informative and a great refresher! Highly recommended!",5,2012-07-08,1
1090,dapet123456,This app could be a life saver!,5,2012-07-05,0
1091,ThunderStar98,Very good app.,5,2015-09-17,1
1092,Somebody whose a person,Seems to have useful tips for emergencies.,4,2012-09-26,1
1093,ChipzMommy,Just what I need to be prepared,5,2012-10-18,1
1094,Ninjapeople92,It's very helpful  and I love the preparedness tab,5,2012-07-08,1
1095,"Mr""O""",Must have app it can help. U save life,5,2012-07-03,1
1096,StatusSno,"This app has the ability to remind you of the number for 911...
This app is useless and does not give good steps for any emergency or situation. 0 stars.",1,2012-07-06,-1
1097,Jjjggghnoh1235)38,Very thourough. Vital for every and i mean everyone to have,5,2012-06-30,1
1098,Kidusa,"Great educational app for anyone ! This is a "" must"" application to have !",5,2012-06-26,1
1099,Cumbee,Great app! Everyone not in a medical field needs this app!,5,2012-06-15,1
1100,serg_sf,"Please make it iOS6, iPhone 5 compatible!",4,2013-01-22,1
1101,Poj45,I use this app to keep sharp on my CPR / AED / First Aid skills. Great app to have.,5,2015-07-12,1
1102,Robby from Brooklyn,Excellent. Easy to use. Informative. Life saving.,5,2014-01-14,1
1103,Derp_taco,I love this app it really helps with babysitting emergencies 😋,5,2013-09-26,1
1104,Javeey,Very helpful! Easy to understand. I love it!,5,2012-07-15,1
1105,Shock&Awe,Wow great app thanks!!,5,2012-07-14,1
1106,Druvuc,Very well designed.,5,2012-07-04,1
1107,Sudh,Love this app... Very helpful and a must in your apps 👌,5,2012-06-30,1
1108,gmillerd,Must have app,5,2012-06-29,0
1109,McDaniBC,Very well designed and detailed!!,5,2012-06-14,1
1110,Tam O Shanter,Very useful.,5,2014-04-15,1
1111,Jsomms2187,Lots of useful information,3,2015-07-28,1
1112,Drdavem,Excellent app.  Good way to learn how to act in emergency and save a life.,5,2014-01-23,1
1113,Rockymtn1976,"Excellent, and user-friendly!!!!",5,2013-05-24,1
1114,misaherika,I Recommend,5,2012-07-03,1
1115,Acorn777,"Great concept but needs a lot more gaming/testing content to be useful and entertaining.
Looking forward to that!",2,2012-08-20,1
1116,Puddinjones,"Fantastic information,and very helpful",5,2012-06-26,1
1117,Amshand,"Great, correct info.",5,2012-06-23,1
1118,Matthew a k,This apps is absolutely amazing. Great refresher tool and knowledge resource guide.,5,2015-05-04,1
1119,ElizaKay,I can't get past the disclaimer without the app crashing.,2,2014-02-08,0
1120,Crf777,Would be great to have more quizzes!,4,2013-06-25,1
1121,leastofall,So much info at your finger tips. Good App to have on hand.,4,2013-03-05,1
1122,mackbitt,I love Red Cross. They have a ton of Info that can save life's. It is perfect!💗,5,2013-05-25,1
1123,MORtega5413,Very well organized,5,2012-07-07,1
1124,minhdususuususu,This app is very helpful in case of emergency,5,2012-07-06,1
1125,F a nickname,"its great to have tips for multiple first aid situations. 

the app has a clean interface.

the achievements are quite fun to collect. great for kids too!",5,2012-06-14,1
1126,Deltafuk,"Add the Spanish language, please!",5,2014-04-25,1
1127,Ihateredlaser,This is a very educational and informative app.,5,2014-02-10,0
1128,drctillerjr,I really like the test,5,2013-05-20,1
1129,KaseyLiz,It's just what I need. All that it dosen't cover is dog and cats bites.,5,2013-02-20,0
1130,Blacky34435,Great app,5,2012-09-01,1
1131,Hebbbdi,There is nothing to say.... It's great and helpful,5,2012-07-14,1
1132,Muppetjedi,Useful app with a great interface.,5,2012-07-01,1
1133,Muslim Ty,"Great, useful & most of all an important app.",5,2012-07-01,1
1134,Killerind,This app saves lives,5,2013-03-24,0
1135,FooFanatic,This app is terrible!! The tests don't work! It gives you the answers then tells you that you answered wrong!!,1,2015-03-20,-1
1136,ChiaPhet,This app is very helpful and convenient!!!,5,2013-01-14,1
1137,BKM 3100,This app is outstanding! A must have!!,5,2012-08-08,1
1138,Teri431967,Great need.,5,2012-07-06,1
1139,Kolkhozes,It was a good app but i think there should have been a test for every subject,3,2012-06-24,1
1140,LynLilly,Need a section on heat stroke. This would be especially helpful for youth sports.,4,2012-06-16,1
1141,thoracotomy,As a RN and former EMT/lifeguard this app is great to help those who are not medically inclined.  Keep up the good work ARC.,5,2012-06-19,1
1142,SuperRomanceReader,This is a great app!  Very useful and informative.,5,2012-06-18,1
1143,Running w/ Ollie,"Great app for the lay person or anyone who might ""panic"" under pressure. Thanks ARC.",5,2012-06-15,1
1144,FeaturePointsDaily,Just what I wanted,5,2016-10-26,0
1145,leeeeeeeaaaahhh,"this app is so easy to use, it makes me feel safe and prepared for all situations!",5,2015-11-24,1
1146,到底要换个什么昵称才可以提交啊 ,"When this app was first introduced, I downloaded it.  I have not been able to update at all.  Is this not for iPad?",1,2014-02-12,0
1147,JohnBee801,This app would be better if you can look up your problems better,1,2013-02-09,1
1148,Coffee fiend,Glad to see the Red Cross leading the way.,5,2012-08-24,1
1149,Ggdgycvhjjdscvjixddhhx,Really helped me learn about emergency awareness!!,5,2012-07-04,-1
1150,Fraser Danielovich,"Impressive array of knowledge and info, worth reading",5,2012-07-03,1
1151,Noemiveliz21,So helpfull,5,2012-06-15,0
1152,Susan Simpson,Useful and a comfort to have nearby.,5,2013-07-12,1
1153,Paní,"Very useful, everybody should have it!",5,2012-10-26,1
1154,25289422,Really good app with videos and quizzes,5,2012-07-27,1
1155,Smashleylynn,Great app to have on hand in case of an emergency!!,5,2012-07-12,1
1156,Denise Willard,"Great app, good up to date info, easy to follow",5,2012-06-17,1
1157,First Responder,Thank you!,5,2012-06-14,1
1158,Your young chap,Nice little app,5,2012-07-09,1
1159,TwocatmamaEvelync,"When this app was first introduced, I downloaded it.  I have not been able to update at all.  Is this not for iPad?",1,2012-07-29,0
1160,Chichimom,It's a really good app but I find Goto Aid better suited to the needs of my household.,4,2012-07-02,1
1161,Unhappy 2130,So far very helpful,5,2012-07-02,1
1162,Sara Woodward,Awesome! Definitely a must have app!!,5,2012-06-15,1
1163,Ryswol,Great very useful and a good learning tool.,5,2012-06-14,1
1164,Brandonree,Great way to learn the basics on what to do in a situation!,5,2015-05-10,1
1165,Tnkyl,Very useful and educational.,5,2014-01-05,1
1166,BDprepared,Best first aid app I've found,5,2013-04-29,1
1167,Maarons35,Great app to have as a guide on first aid.,5,2013-01-27,1
1168,danielle I,I love it! I love how it has info fur your pets to!,5,2012-06-20,1
1169,NARROWBEAR,I can tell this would be a great app but I can't ever use it because it keeps crashing on iPhone 5.,1,2012-11-15,1
1170,Dchialumni,This is a great reference guide.  I like the emergency section.,5,2012-06-14,1
1171,I ❤️ Red Cross,This app is so great I absolutely love it,5,2015-04-28,1
1172,Love airman,A must have!!!!!,5,2012-08-14,0
1173,floodfish,"Very little useful information (that is, usable first aid guides), and lots you don't need (quizzes, info about the Red Cross, etc). Plus an inefficient interface.",1,2013-08-23,1
1174,6453yB,App needs a search feature.  Useless without it.,1,2012-10-06,-1
1175,Pulver82,Great basic info,5,2012-08-12,1
1176,KalynM,So useful and just brilliant!!!,5,2012-08-01,1
1177,Budzidzi,Really useful!,5,2012-07-06,1
1178,Wanjoo,Quite a few spelling errors.   No correct answer for third question of choking test.  Sloppy ap.,2,2012-07-07,-1
1179,David Miller,Best app ever !! Anyone and everyone can use it !,5,2012-06-28,1
1180,ParadiseSteve,Can't wait for hurricane and earthquake mods,5,2012-06-18,0
1181,Rheastat,"It's very helpful, really appreciate it.",5,2014-04-22,1
1182,Hot Pink 77,Good to have on hand!!! Very informative!,5,2013-03-16,1
1183,Ratty86,The video shows the guy putting his sweater under his head. The instructions say not to.   Fix this please!,1,2014-01-20,1
1184,Sandman2204,"Just imagine the distress caused by this app when having an emergency and the pages with info stay blank... Not cool, pls fix",1,2013-04-27,-1
1185,Nanette456,Awesome app...,5,2012-07-14,1
1186,Jdelgobbo,"So convenient and useful! Good job, Wendy!",5,2012-07-04,1
1187,JJulissa14,This app is great and it can save a life,5,2012-07-03,1
1188,PTM60,This is a great app for the hole family.,5,2012-06-30,1
1189,Jsquared!,User friendly! Nice app.,5,2012-06-14,1
1190,Alejandro Cortéz,This is a very helpful app.  A great source of knowledge.,5,2015-04-12,1
1191,Bear Sparta,"Super helpful,feels like I'm a first aider",5,2014-03-24,1
1192,~Devastated~,Great app!,5,2012-07-03,1
1193,rdcates,It's what you need.,5,2012-06-15,0
1194,J Rabbit Slim,Loved the quizzes! Great learning reinforcement!,5,2012-06-14,1
1195,LaughingVulcan,"Thanks, American Red Cross, for such a wonderful app!",5,2016-05-06,1
1196,Chapeadora,"Great app , it prepares you for daily emergencies",5,2014-11-03,1
1197,SouthTaylor,"Some people use this app in a true emergency.

But doing so will end up with the person dead. The app is so confusing and hard to use.

While you are trying to navigate through the app, the patient would be dead by that time.

Good job, Red Cross.",1,2015-03-27,-1
1198,JhuTX,I like it!,5,2013-04-05,1
1199,KMCooper1978,Very good app easy to learn topics thx a bunch!!!!!!,5,2013-01-16,1
1200,Redturtles14,Interesting and helpful!!,5,2012-09-30,1
1201,Guard chick,Very helpful. :),5,2012-07-22,1
1202,Anteeks,No way to search and nothing on snake bites,3,2012-09-08,-1
1203,Cuttintrx,"Great job developers, this covers all the bases. Thanks!",5,2012-06-14,1
1204,Boringerrrr,I was looking for things like getting electrocuted or struck by lightning.  They are not in this app.,3,2012-07-13,1
1205,Corbett's623,"Generally good info keep it
Handy",5,2015-09-18,1
1206,Manopanama,American Red Cross Does IT Again!  Fun and Useful,5,2012-10-22,1
1207,Master Medic 9000,I got one question on the quiz wrong because they list the wrong RICE treatment. It should be Rest Ice Compress Elevate. Not Rest Immobilize Cool Elevate?!!,3,2015-08-03,-1
1208,????????mystery!!!,It would be very useful if it would stop taking me out of the app every single time,1,2015-04-22,1
1209,Desimcswn,What's up with the tests. You click the right answer and it says your wrong. Just about as stupid as can be!,1,2015-04-12,-1
1210,Safetymusthve,Thanks for the knowledge this app is a must!,5,2012-07-15,1
1211,I left my other name at home,"Crashes. Good in theory but in an emergency, a crashing app won't cut it.",3,2012-08-13,-1
1212,mralandy,Well done.,5,2012-07-06,1
1213,delphinus1966,This seems like a great app but it is missing one key component...there is no search function.,1,2012-07-08,-1
1214,Nate_42,Best first aid app!,5,2012-07-05,1
1215,ODosari,Thanks for the efforts to took to deliever this great app,5,2012-06-22,1
1216,Sydders2,This app is awesome to train someone how to be helpful in a tricky situation.,5,2012-06-14,1
1217,123 bobby,I love this app it helps me a lot !!,5,2012-11-30,1
1218,JAN KOVALIK,"After few seconds, the app crashes...",1,2013-05-31,0
1219,DamianJones,Needs to fit iPhone 5,3,2013-01-31,1
1220,NZiZOUN,"updated today, still crashes every time",4,2012-08-26,0
1221,Simsim99,Please fix the crash on 4S!!,4,2012-08-13,-1
1222,Romiusa03,Very helpful and educational!,5,2012-07-06,1
1223,Arc#4,Good app,5,2014-03-19,1
1224,Witty McWitterson!,Very helpful to learn,5,2013-05-17,1
1225,"""From my Heart to Yours""",Love..love love this app great information on safety .,5,2012-08-28,1
1226,Gooberm22,I now know safety from the app!Get it now!!!,5,2012-08-26,1
1227,Katey ferrt,Cool l love it even just for fun doing the test,5,2012-08-14,1
1228,Nicaleelee,"It will save your life,in the worst of times.☺",5,2012-08-14,1
1229,Bigdawgdoc,This should be a standard app. Free and useful,5,2012-07-11,1
1230,Teenadzilla,It's educational.,5,2012-07-08,0
1231,GB_04,"A great, informative app that is very helpful.",5,2012-07-08,1
1232,Papa-Rocks,AWESOME app!!!! Exactly what I've been waiting for. Love love love it!!,5,2012-07-06,1
1233,Money man Rocks!$!$,Very helpful get this app,5,2012-07-05,1
1234,cass04,Very informative and help!,5,2012-07-04,1
1235,Samuel Fonseca,Usefull and realy could save a life.,5,2012-07-03,1
1236,nub cake,It can save a life,5,2012-07-02,1
1237,PinkoButter,👍,5,2012-07-02,0
1238,Brownieblue,This app is really good but it needs more tests:),5,2012-06-30,1
1239,Bpvilla,Very helpful,5,2012-06-26,1
1240,Agupad,"Very helpful, keep it up!",4,2012-08-12,1
1241,Kaz626,"Agreed, as a parent and a coach this is a great app. Very useful!!",5,2012-06-15,1
1242,Indianacolliemom,"Great app, great information, great organization. Thanks, Red Cross!",5,2012-06-14,1
1243,Autumnpoptropica1,This app works beautifully,4,2012-06-30,1
1244,Wilfre75,I learn a lot,5,2012-07-09,0
1245,Ronenec,Very useful !!! Way to go !!!,5,2012-07-08,1
1246,Kayy10,extremely helpful and love the animations and pictures,5,2012-07-05,1
1247,Awesuuuuummmmm!!!!!!!,Great app every1 shud take the babysitting course,5,2012-07-03,1
1248,Somebody on an Ipod,This is really usefull. Thanks for making the app. ;D,5,2012-06-30,1
1249,Red Cross Fan,Drowning is such a great threat it should be listed in the homepage index.,5,2013-04-05,1
1250,Klc1967,This is a must have app !!!,5,2012-11-18,0
