,Review,Rating,sentiment,Date of Review
2685,"Pleasant u.i., and with updates, you will know the information is correct.",5,1,2012-08-11
2686,Informative and easy to use. I don't know if I'll think to whip my phone out during an emergency but if I do I'm prepared,5,1,2012-07-14
2687,It can save lives. Thank you everyone who created this app!,5,1,2012-07-09
2688,Should be an app that comes on every single phone!,5,0,2012-07-04
2689,The information is good but for example if you get something on the quiz wrong it doesn't have the answer that it says is the right answer so you can never get it right!,3,-1,2012-07-02
2690,"This is so good to have, as a nurse, this would help out in so many situations when it comes to emergencies.",5,1,2012-06-23
2691,"This is a very handy app. Well done great detail and instructions. A must have, can't wait for the others.",5,1,2012-06-19
2692,Great app. I don't know what people mean when they say that the test doesn't work because it's working for me.,5,1,2015-04-19
2693,"Tap Tests icon and nothing happens. A few seconds later, the app quits on its own. [iPhone 5 w/iOS 7.1.2] However, Tests works on iPad Air w/iOS 7.1.2. Fortunately, the other sections of the app work and are more important to me.",3,1,2015-04-16
2694,"Very easy to use for everyone, volunteers and anyone needing to get information from your phone",5,1,2014-12-04
2695,"What a wonderful application, it tells you what to do in emergency with a quick reference guide and teaches you first aid in the mean time as a game!",5,1,2012-08-22
2696,A must have app for anyone especially if you have children around.,5,0,2012-07-27
2697,Just downloaded the app and skimmed through. It seems perfect for me and my family.,5,1,2012-07-05
2698,This app should be on every phone It is so informative and easy to understand,5,1,2012-07-03
2699,I absolutely love it I've   learned so much I could save someone now  In plenty of different cases,5,1,2012-07-02
2700,"Wonderful app! Even thought I take a CPR/First Aid class every 2 years for work, this would be an excellent reference for accidents/emergencies!",5,1,2012-06-18
2701,This app helped me become more aware of what can happen and how to react and help the victim. Very helpful. Also I am a BOY SCOUT OF AMERICA and this helped with getting my marite badges!!!!  Get this!!!!$$!!  It's free,5,1,2012-06-17
2702,"Everyone who has an iPhone should have this. Apple should make it pre-installed. This app is just amazing.
Thank you!",5,1,2012-06-16
2703,It gives someone basic skills to help in an event of an emergency until professional medical treatment is available,4,0,2016-01-21
2704,Practical. Good reminder for those who know. Would be better to be more Hemingway in short declarative bullets rather than long winded bold faced sentences.,5,1,2012-06-14
2705,The only thing missing is pictures of bug bites. This could help identify the type of bug bite. Symptoms for infections or flu like viruses also would be useful.,4,1,2014-09-20
2706,"Full of simple, straightforward first aid tips that everyone should know.",5,0,2014-04-23
2707,"Practical (especially the 911 button), educational and entertaining ... just what the doctor recommended !",5,1,2014-02-07
2708,This is a perfect app to have tucked away on the very device you carry around with you everywhere.,5,1,2014-01-07
2709,Might be one of the most useful apps I have on my smart phone,5,1,2013-06-04
2710,Totally great app for those not trained so know what to do in case of emergency,5,1,2013-04-17
2711,Has up to date information. Easy to use as a tutorial and to give quizzes. Works for Cub Scouts and Boy Scouts.,5,1,2013-01-09
2712,"There should be an option to donate as an ""In app purchase"" so people can donate directly from Apple account.",5,0,2012-07-12
2713,This app is easy to use and concise in its explanation. Quickly navigating through the app prepares you for any emergency situation!,5,1,2012-07-10
2714,Thank you for making such a useful tool. This app will always be on my devices.,5,1,2012-07-05
2715,This is so helpful! Make sure you take the time to read all of it.,5,1,2012-07-01
2716,Help keep you up to date on emergencies and may help save a life!,5,1,2012-06-29
2717,This app is great it tells you what to do everything is free to! There's a test to see what you learned to I enjoy this app very useful!,5,1,2012-06-21
2718,I'm grateful to have this app in my phone. In an emergency it could make all the difference.,5,1,2012-06-15
2719,"Includes easy to understand instructions for disaster preparedness (like hurricanes, fires, floods...), emergency first aid, and general educational I do.  Very useful to have at ones fingertips!",5,1,2012-06-15
2720,This app is great!  Step by step directions to refresh us along with videos. Kudos to the team that put this together.,5,1,2012-06-14
2721,"Works extremely well, easy to navigate, quick to load. Great!!",5,1,2012-06-14
2722,This is a great app for those who don't know what to do in these situations. Or for people who need a refresher in this subject.,5,1,2015-07-27
2723,As a former lifeguard for 4 years I like this app. It has the basics that anyone could memorize. This should be downloaded and shared with everyone. It can save lives.,4,1,2015-05-10
2724,I'm impressed and I don't write reviews;  you should be impressed too.  It would be great to have tests for every skill. I hope they add more tests and info in an update.,4,1,2012-06-15
2725,Basic instructions on what to do in an emergency. Perfect for short-term management of a medical emergency until help can arrive.,5,1,2014-08-05
2726,I love the organization of this app just like the true American Red Cross!  There are many others but they do not compare.,5,1,2013-06-02
2727,Amazing resource and reference... Should almost come as a standard app.... Highly recommended download.,5,1,2012-07-29
2728,An unbelievable application no one should be without!!! Finally an application that lived up to its expectations!!! Wonderful!!!  Thank you !!!!n,5,1,2012-07-18
2729,Shouldn't take the place of certification but it is easy to use and has very good tips.,5,1,2012-07-06
2730,Easy to use & understand. Would be great if it included Pet First Aid.  Also add special instructions for differences in treating children. Love the app!,5,1,2012-06-22
2731,One thing I would add is how to address a sucking chest/throat wound. It's simple and could prevent further complications and even death. Naturally the bystander will just apply cloth material..,4,-1,2014-03-26
2732,"This was a great app. But then it sent me a push notification just saying that Monsanto was its exclusive sponsor. Any app that has push notification ads are terrible, and the fact it's Monsanto makes it even worse. This was a huge disappointment.",1,-1,2016-03-01
2733,"Broken test answers. Gave the correct answers, test said I didn't answer correctly. Additional tests and fixing the problem would be helpful.",3,-1,2015-03-25
2734,I agree should show how to give FIRST AID not call 911 and should be updated for the new longer screen,4,1,2013-10-20
2735,Very good but some of the practice tests do not offer the right answers as an option. Would be better also if it had more teds.,4,1,2012-07-03
2736,This is by far the best app I've ever come across. Life saving information at your fingertips!  This is genius!!!,5,1,2012-07-12
2737,This app is helpful :) it makes sure you know what to do when there is an emergency,5,1,2012-07-06
2738,This app has more than paid for itself already!,5,0,2012-07-03
2739,Good information,5,1,2012-07-03
2740,"I like the app, but today my husband was working on a roof, and its 100 degrees today in the NorthEast. 
He came home feeling exhausted and sick to his stomache (he drank lots of water and Gatorade, but it wasnt enough)
So I got my app and searched for what to do...but there's NO HEATSTROKE!!
So add that, and anything else you might have forgotten, and it will be complete. (you DO have HypOthermia!)

Thanks for the app...hope I never have to use it!",4,-1,2012-06-20
2741,Life saving information in an easy to understand format.,5,1,2012-07-01
2742,"This is defiantly a great app. To learn new things in case of an emergency, to be prepared. It taught me things I never knew. Overall, im inlove with this app. Must download!",5,1,2012-07-01
2743,"No substitute for calling 911, but a good source of information and training before the emergency happens. Also remember to take a first aid or CPR course. Consider the American Red Cross HeartSaver course, or a similar course",4,0,2016-03-20
2744,Thank you Red Cross for making such an important app so easy to use. Well organized and concise.,5,1,2012-06-16
2745,Congratulations to the American Red Cross on the release of such an incredibly important and timely app. This is a must have for anyone with a smart phone.,5,1,2012-06-14
2746,I am a CNA with intentions of becoming an RN; this app has been very helpful in learning some of the basics and preparing to further my education. Thanks!,5,1,2015-12-15
2747,This is awesome get it everyone needs to have this it gives you important knowledge!!!!,5,1,2014-04-17
2748,Everything you want to know about first aid and more. Great app,5,1,2014-01-07
2749,Clear useful information,5,1,2013-05-08
2750,Reminded me of a few things I had forgotten over the years,5,-1,2013-01-21
2751,"For those who may not know what to do, or are knowledgeable, but ""panicked"" and out of sorts, this is a very useful tool to aid someone in assisting distressed victims.",5,-1,2012-12-02
2752,I really like this app . I have already tried the American cross babysitters training now I'm going for the first aid training . I love it ! 🏣,5,1,2012-08-08
2753,The only problem I have is there no correct answer on the preparedness quiz. Fix please!,5,-1,2012-07-07
2754,Coming from a nurse this a an extremely helpful app for everyone to use. Great knowledge of how to help before an ambulance arrives.,5,1,2012-07-07
2755,"Great app! Good even for kids! Stuff that you should know, and I don't think this is bad at all! No bugs, and great info! Great vids and wording!",5,1,2012-07-06
2756,Really easy to use when it comes to stressful situations! And really useful  when babysitting.,5,1,2012-07-03
2757,Excellent information you need to know just in case of an emergency! Great app! Highly recommend,5,1,2012-06-30
2758,I was babysitting a child when they got a bad burn. I was glad to have this app guide me through the steps to help fix it!!!!! 😃,5,1,2012-06-29
2759,This application is great. Everyone can benefit from a little backup and support during an emergency. This app could save a life. I love it.,5,1,2012-06-23
2760,This app plus taking a course no doubt prepares you!,5,1,2012-06-21
2761,If you have children...this is a great app to make sure you are ready for anything! Thanks Red Cross!,5,1,2012-06-14
2762,Easy to use and provides first aid information at your finger tips. Keep up the great work!,5,1,2016-06-25
2763,"Everyone should have this app! If you follow Red Cross approved guidelines, you are able to provide proper and safe care until professionals can take over.",4,1,2012-11-17
2764,"Everyone should have this on their phone, just in case. Even if you're trained in First Aid and CPR, this is great way to review.",5,1,2016-06-07
2765,Thanks,5,1,2015-06-20
2766,Like others have said there is a lot of great information in this app however the tests are still broken. Please fix!,3,1,2015-03-31
2767,"I have used this in the past but now many pages have no text on them. My monitored locations disappeared, though I still got alerts. My achievements disappeared. Bad update!",2,-1,2014-06-05
2768,This app is fantastic for emergencies and things you need to know. I love that you can call 911 from inside the app 😊,5,1,2014-01-05
2769,"Remarkable app.  Will share it with all friends and relatives.  Can't wait for the next apps for earthquakes, floods, etc.",5,1,2013-12-11
2770,Great information and I like the use of badges. Could use a little bit more information.,4,1,2012-08-05
2771,Very easy to understand. Direct and to the point. A great source of information.,5,1,2012-09-19
2772,This app really helped me and my sister we both want to be doctors and this really helped us.,5,1,2012-07-12
2773,"This app is amazing. It's easy to understand, yet has so much information in it. It's perfect. I love it!!! Very well made and designed.",5,1,2012-07-04
2774,"As a lifeguard who has been trained in basic first aid and CPR, the only thing this app really says is to call 911 and wait. A couple helpful tips but they are really more common sense helpers than anything.",3,1,2012-07-07
2775,"This is great! I have two kids, and this has been so helpful.",5,1,2012-07-04
2776,I completed the full course CPR and thanks so much for making this app available!,5,1,2012-06-20
2777,I love this app it is very very helpful I can't wait for the other apps to come out I hope they make soooooooo many more :DD,5,1,2012-06-16
2778,Helpful for basic info; to feel even a little more prepared in an emergency relieves some anxiety.,5,1,2015-11-23
2779,Very helpful and covers many situations I love it ! Handy to always have a first aid reference in case of emergencies of all kinds.,5,1,2014-12-18
2780,"The quizzes aren't working correctly, I put in all the right answers and it replies with saying I only got one right even though it shows the answers and that's what I put down. So frustrating!!!",2,-1,2015-03-11
2781,I think anyone with a family should have this app. Very helpful and educational,5,1,2014-04-14
2782,I just got this app and so far it is awesome! I am 11 and because of this app I know the proper why to help!! keep up the good work!!👍👍👍😃,5,1,2013-08-13
2783,I like everything about this app except for the fact that it doesn't cover snake bites. If it did cover snake bites I would consider this app complete.,4,1,2013-02-18
2784,As the summer is coming around in Southern California all the heat stroke info is great to know + all the other useful advise is assume also thanks!,5,1,2013-05-16
2785,It's good to see apps with such useful info it is good to have access to this type of information so easily,4,1,2012-06-20
2786,"I hate getting these messages when I'm working! And I don't see where to turn them off!

Grr!! It keeps happening!",3,-1,2012-11-22
2787,"I read every article and past every test!
I mat even sleep a little better tonight.",5,1,2012-10-28
2788,I am an LPN working in a clinic so this is so useful.  The little quizzes help you remember and this is also great for patient teaching on disaster preparedness,5,1,2012-09-27
2789,"This is the most valuable app I have. It may save the life of a friend, family member, co-worker, or innocent stranger some day.",5,1,2012-09-11
2790,"I have been to over 24 CPR and first aid classes in the last 12 years. They have always said "" never hit/slap a person on the back when they are choking. ESPECIALLY CHILDREN!!"" slapping them on the back causes the object to continue to go down the esophagus. Children have smaller esophaguses and this causes more harm!! PLEASE UPDATE YOUR APPS INFORMATION!!",1,-1,2012-08-22
2791,"Remarkable app.  Will share it with all friends and relatives.  Can't wait for the next apps for earthquakes, floods, etc.",5,1,2012-08-02
2792,Great advice. Knew a lot already but this definitely helped me out with the things I didnt know,5,1,2012-07-03
2793,Thank you for this app. I think everyone should get this app!,5,1,2012-07-03
2794,"Very handy app to have, has all the basics you need in case anything should happen.",5,0,2012-07-02
2795,"From what I have seen here, this App is a great resource.  As a guy who helped save a man using CPR, I do disagree with the emphasis on compressions only.  Rescue breaths save lives!",5,1,2012-07-02
2796,"A must have for every parent, in fact, a must have for everyone!",5,0,2012-07-01
2797,This app is great!!! You could save a life  with this app. But you need to put neck injuries in there. I injured my neck in cheer. I think I sprained it. I'm not sure.,5,1,2012-06-20
2798,I just downloaded the app and I'm already impressed!!  Sending the info to all my Building Captains today!,5,1,2012-06-15
2799,Our entire family enjoys the tests too -- keep em coming.,5,1,2012-06-15
2800,Finally.  Something that helps when I need it most,5,1,2012-06-13
2801,Has alot of info for just in case,5,0,2015-09-12
2802,Great preparedness. Has videos that teach you in 30 seconds how to manage certain first aid scenarios.,5,1,2014-09-22
2803,I think this app needs a spot for how to deliver a baby in case if an emergency. Then the app would be complete. Who else thinks that too?,4,-1,2013-07-30
2804,These are the best steps to remember in an emergency. Most people forget more detailed instructions when in a hurry. Thank you June S,5,1,2014-05-24
2805,This app is by far the best first aid/emergency app there is.  Can't wait for the other apps to come out.,5,1,2013-12-13
2806,"I just downloaded the app. I wanted to make sure it would work properly in case of emergency. When I began to explore it clicking on emergency it crashed. I tried a few different times, a few different ways, but every time it crashed.",1,-1,2013-12-01
2807,"I think it would be perfect if the red cross physical examination results were written to the HealthKit app. I hope that HealthKit is supported, I'll then update my rating.",4,1,2014-12-10
2808,Best app!!! Go for it!! It teaches u all the responsiblities u need to b ready 4 everything so get this app!! It will change ur life as it did with mine!,5,1,2013-07-09
2809,My mom has a bad heart and diabetes and this is very useful information to use in case of an emergency.,5,1,2012-10-30
2810,A family in Jersey used to not need a hurricane app. And then there was last August. Now this is great to have.,5,1,2012-08-23
2811,Everyone seems to have a smart phone so this app is an excellent idea and well done.,5,1,2012-07-30
2812,How could you go wrong?  I have a broken leg and was in shock...the steps  here are a 'to do' list.  Good job!,5,-1,2012-07-14
2813,Great app!!! A must have tool everyone should carry in their pocket or purse.,5,1,2012-07-10
2814,"Being a father of four, this app is a must... not just for me though, but for everyone.",5,0,2012-07-07
2815,This has to be one of the most important and helpful apps. It can help in almost every emergency situation.,5,1,2012-07-04
2816,I find this app very informative in times of emergency.i shared this to everyone so they will learn basic first aid too!,5,1,2012-07-03
2817,It's just great apps every I seen for first aid.,5,1,2012-06-18
2818,I trust this app 100% it has great videos and step by step instructions for so many situations.,5,1,2012-06-15
2819,Very helpful and useful! I am so excited to be prepared and have this useful information on me at all times.,5,1,2012-06-15
2820,I'm 15 years old and I'm learning First Aid. This is a great app to learn from.,5,1,2016-09-11
2821,So informative and helpful to have easy access to,5,1,2016-04-27
2822,I agree with the other reviewers who are frustrated with the errors in test results. It wasn't until I tried to write a review that I realized I'm not the only person having this issue.,2,-1,2015-01-07
2823,This is a great app! But the first thing I looked for help with was a snake bite and there is nothing for it. Hope to see an update soon. Again awesome app!,4,1,2012-06-20
2824,Very well made. Fantastic app! The info given tells you what to do in a life saving emergency.,5,1,2014-09-05
2825,Great app.. So much useful and the best part after reading u can give it a try for a test,5,1,2014-07-22
2826,"Quick, easy to access and concise advice for a first responder (untrained). Excellent App!",5,1,2013-07-19
2827,"Never know when you may save a strangers life, more importantly a family member",5,1,2013-03-24
2828,Very useful app lots of useful information.,5,1,2013-03-17
2829,This app has everything you need ICE. It has an emergency section too.  I love it,5,1,2013-03-07
2830,I live in latin america. If you call 911 you'll be dead by the time the ambulance arrives. Better skip and drive to the hospital.,5,-1,2013-02-21
2831,"This is a grade A app. Thx a lot American Red Cross!
Every phone should come equipped with this app, instead of garbage like passbook, etc...",5,1,2012-11-03
2832,Wonderful advice in a quick and easy to follow interface,5,1,2012-09-26
2833,Practical emergency information! Always at my fingertips. Wonderful!,5,1,2012-09-19
2834,This app has everything you would want with detailed instrustions for emergency situations. Love it!,5,1,2012-08-14
2835,"Take a quick break from gaming and learn to save a life, survive disasters and be the go-to-person.",5,-1,2012-07-09
2836,everyone should have this app on their phone  👍,5,0,2012-07-03
2837,"Simple, easy to follow instructions for first aid. Also has helpful information to prepare for an emergency situation.",5,1,2012-06-17
2838,Very easy to follow.  Gives you a chance to learn about what is going on.,5,1,2012-06-16
2839,I love my iPhone --- its always with me.... Now a reminder/refresher of my American Red Cross training will be with me too. Awesome!,5,1,2012-06-15
2840,This is an amazing app it has really helped me in my training and helps me to be a better life guard,5,1,2015-08-04
2841,Best app on my entire phone. Really helps with everything related to first aid,5,1,2014-09-24
2842,Great app all of them hope to see more updates to them,5,1,2013-07-03
2843,Can't believe how many topics are covered. You can even watch a video clip or call 911 from the app.,4,0,2013-04-12
2844,I just recently became certified in CPR. This app is great to have as a reminder incase you forget or things get crazy.... Very helpful.,5,1,2013-03-09
2845,This is a great app,5,1,2013-02-03
2846,Great app! Is very useful in my first aid and CPR class in my college as well as just a handy go-to aid when you need help!,5,1,2012-09-05
2847,"This is a great application demonstrating all the first aid necessary techniques. I only give it 3 stars because I would like to see videos in every category. 

Thanks,",3,1,2012-11-01
2848,Great and useful information.  Everyone should have this handy!,5,1,2012-08-10
2849,Wish there was more quizzes but it is easy to understand an helpful.,5,1,2012-07-16
2850,Every phone should have this on it! Great info inside for many situations.,5,1,2012-07-06
2851,This is good for quizzing yourself if already trained and quick education for those who aren't.,5,1,2012-07-05
2852,Great app highly useful should have came out earlier though,5,1,2012-07-04
2853,This is a great App . Anyone who has children or works with them should have it . Very handy and helpful :),5,1,2012-06-27
2854,Good refresher for basic first aid and emergency information until advanced medical support can arrive.,5,1,2016-03-06
2855,And also make a lifeguarding one to quiz lifeguards,5,0,2015-09-26
2856,Helpful and necessary.,5,1,2014-02-11
2857,Great app to have - I am a first responder at my work and it is nice to have this as a reminder of the training.,5,1,2013-01-26
2858,"It just tells you to make them conferrable and to call 9-1-1 over and over again. I wanted real help if something bad happened and I didn't have anyone else to do it. Not just be told ""call 9-1-1"" over and over again. I think we all know that part.",1,-1,2013-07-18
2859,This app tells me everything I need to know!!!Ut even has a call 911 button!!Get it!!!,5,0,2013-01-24
2860,This app was a great app?! The tests really helped me out to learn what u should do if I were in a situation like that. This app really deserves 5 stars?!!,5,1,2013-01-20
2861,This is very helpful but under utalized it could be use to teach kids as well,5,1,2012-10-28
2862,"What I like & have mainly used it for: fire burns, emergency kit checklists. 

It gives pretty good info on different emergencies. It works for what I need.",5,1,2012-10-07
2863,Wish it had better cpr instructions,4,1,2016-01-03
2864,"This is a ""MUST HAVE"" app!!!! You never know when you might need to use these life saving technique.",5,0,2012-09-11
2865,"I love this app, I feel like I can stay current with what is happening in First Aid preparedness.",5,1,2012-08-09
2866,this helped me realize how ready we have to be just In case of emergencys,5,1,2012-07-24
2867,This is fantastic and right to the point,5,1,2012-07-13
2868,Great app. Very useful. Love it. You should get this app because you might need to know something.,5,1,2012-07-07
2869,This gives great basic information and gives you just enough knowledge to make you want to educate yourself more,3,1,2012-06-27
2870,(FYI sting and bites is missing from the main menu),5,1,2012-06-26
2871,Is a app that every person should have it could make a diffidence,5,0,2012-06-24
2872,"With me being a Eagle Scout, this helps me relearn what I forgot since I have been out of Boy Scouts. This is a must have App!",5,1,2012-06-16
2873,"I would like to see these in future updates:
-Longer vids
-longer questions in tests
-more tests",4,1,2012-11-26
2874,"Information is good.  It is accurate as I am ARC First Aid certified.  However, the tests do not work.  Double checked my answers with my ARC info and found that I answered the questions correctly",3,1,2015-03-20
2875,Tests still aren't working properly and hospital information is outdated for my area.  Doesn't involve marketing so isn't a priority.,3,0,2015-03-04
2876,This is the most amazing app ever considering that I'm 13 years old and That I want to be a doctor❤️.,5,1,2015-01-18
2877,Love the new look. Hospital look up tool is a perfect addition to a solid app. And I love the new quizzes!,5,1,2014-11-11
2878,First time getting CPR along with first aid training and our instructor told us about this. I love it.,5,1,2014-02-15
2879,This app is amazing. This is by far the most helpful app.  Everyone should have this app,5,1,2013-12-14
2880,Great info to have at your fingertips when the need arises.,5,1,2013-03-05
2881,"Great app but recently started crashing on my iPhone 4S.  I deleted and reloaded it but still crashes.  Pls fix!  In an emergency we need something reliable, right now this isn't it.",2,-1,2012-12-12
2882,My work asked everyone to download this app!,5,0,2012-07-25
2883,"Outstanding app. Excellent, direct learning mode.  Also take you right into dealing with specific emergency situations.",5,1,2012-07-24
2884,One of the best apps I've seen. Extremely well designed.,5,1,2012-07-13
2885,"This app is amazing, u would learn what to do when u r not able to contact 911.👍",5,1,2012-07-03
2886,Everyone needs this app! U just never know what life can serve up.,5,0,2012-06-30
2887,I love this app it's really helpful I just wish there were more tests but other then that it's so great and helpful,5,1,2012-06-16
2888,I have a 1 year old && this helps a lot! This you must have (:,5,1,2012-06-16
2889,Very well done.. Everyone should spend some time with this app learning to be prepared.,5,1,2012-06-15
2890,Everyone needs to have this App!!!! It's so full of great information and so easy to use. Two thumbs up!!!!,5,1,2012-06-15
2891,This app could save a person's life! Great interface too.,5,1,2014-10-08
2892,An excellent app. Easy to use and very useful info.,5,1,2012-12-20
2893,"Please make this app, or a new app, more focused around blood donations. Let me see how many gallons I'm at, see my blood type, schedule donation appts, and keep blood donor card in passbook. This may get more younger people excited about donating. Thanks!",2,1,2013-08-24
2894,Great information.  Everyone should have this app. Thanks !!,5,1,2012-08-01
2895,Everyone must have this app. It is very useful and easy to use.,5,1,2012-07-14
2896,Really well organized! Easy to use.  Love the prepare option and timers you can set!  Great job red cross!!,5,1,2012-07-06
2897,Teaching me how to help myself and even help the others in emergency case. Thanks for developers : ),5,1,2012-07-03
2898,Love this app is very useful I just know the basics to call 911. But now I will know more and I know I can help.,5,1,2012-07-03
2899,it's a great app to have. I wouldn't go without it. the red cross  is always there in any disaster. you guys are great. thanks!,5,1,2012-06-30
2900,Awesome idea guys!  My suggestion would be to continue to innovate into modern culture... Keep developing the app... Maybe add location services to assist EMS personnel...,5,1,2012-06-30
2901,"Really good app, has a lot of important information , and I like the emergency category. Really good, and really helpful.",5,1,2012-06-17
2902,"This app rocks. It's perfect for helping to teach Boy Scouts and to review skills. Plus it's good to find ways to give back and take more classes. 

Love the tests!",5,1,2012-06-16
2903,"It was featured in Bicycling magazine, why doesn't it have info about ""road rash"" abrasions?",4,-1,2012-12-14
2904,"Main content is hard to read due to low contrast font, especially gray lettering. This is inexcusable. Content should be easy to read black font.",2,1,2016-12-01
2905,Very helpful and useful app to use. Keeps me on my toes and up to date in case of an emergency,5,1,2016-05-11
2906,"Smart and good information🆒

Keeping updated with new levels of medical treatment!",5,1,2014-09-23
2907,"This app refuses to install. I have plenty of space still on my device. Maybe the info is awesome, but I’ll never know. Apparently my device is too old to use this on.",2,1,2014-07-28
2908,"Thanks to the Red Cross, this is an app everyone should have. Very well done.",5,1,2014-06-29
2909,"Helps me keep safe, let's me know what and how to take care of something bad!",5,1,2014-01-17
2910,"This app displays some pretty useful info. However, it only gets two stars since the developers have yet to update it for the iPhone 5's larger display.
Please issue an update soon.",2,1,2013-07-30
2911,This simple step-by-step app is a must have for the person who wants to be prepared for the unpredictable moments.,4,1,2012-12-11
2912,I love this app but I tried it after I saw it has been updated tests still doesn't work,4,1,2015-04-16
2913,Daughter and I used it very quickly to find best remedy for a burn!  Great app...easy to use!!!,5,1,2012-09-10
2914,This app will surely be of help to anyone. You never know when an emergency might occur.,5,1,2012-08-24
2915,"This is a need to have app!  Fun to use the tests, knowledgable articles on the topics, and easy to use.",5,1,2012-07-27
2916,Everyone needs this on their phone !!,5,0,2012-07-05
2917,"This app is great. As somebody who babysits in their spare time, this app is very useful. With this app, you can be prepared for most situations that occur. 5 stars!",5,1,2012-07-04
2918,Really easy to navigate and find info!,5,1,2012-06-23
2919,"Great review even if you are already certified! Love the easy use/navigation/look of this App! 
Thank YOU!",5,1,2012-06-15
2920,"As a prepper, I found this app very helpful and should be on every smartphone! A very nice source of information for emergencies. Very useful!",5,1,2012-06-14
2921,"It's to the point, and helps in any medical emergency, and it lets you learn ahead of time.",5,0,2015-08-02
2922,This is an excellent source for studying what to do in  emergency situations while waiting for EMS! This is an excellent study tool for first aid.,5,1,2015-04-14
2923,I saw this app mentioned on GMA.  It is really useful as a quick reference.  Nice to have as a mom of two little ones.,4,1,2013-07-04
2924,The tests are not working properly. You give the correct answer repeatedly and it keeps saying you are wrong.,3,-1,2015-01-17
2925,Terrific!  Have sent to others. Everyone should download.,5,1,2014-01-12
2926,I am certified for CPR and this app is great to have. Also this app is very accurate to anyone that wants to have it.,5,1,2012-08-27
2927,So easy to use and practical. Everyone should get this.,5,1,2012-07-20
2928,Great easy accessible information!,5,1,2012-07-12
2929,Great for every single person. Very well designed. Great resource.,5,1,2012-07-04
2930,"This teaches you or reminds you on how to rescue people and your self
One of my favorite apps",5,1,2012-07-03
2931,The site is basic and the info helpful.,5,1,2012-07-01
2932,"This app looks very nice for preparation and learning. In heart attack section, the symptom should be ""vise-like"", not ""vice-like"". Think Black and Decker, not Crockett and Tubbs.",5,1,2012-06-29
2933,"While it doesn't replace a complete first aid/CPR course, it provides the info needed in most situations.",5,0,2012-06-19
2934,I love this app. Great for someone young to have on their mobile device in case something happens. Best safety app ever! <3,5,1,2012-06-16
2935,Very informative and includes potentially life saving skills. This app is not a replacement for professional medical care.,5,1,2015-04-15
2936,This app was great. It gave wonderful advice and even has quizzes to help you test what you learned. Fun!! =D,5,1,2014-04-29
2937,This app is great I saved lives with it you should really get this app,5,1,2013-01-10
2938,"Love the videos, tips, quizzes and access to Red Cross info and locations near me",5,1,2012-10-21
2939,This is a great tool to help give you confidence of know-how in basic emergencies.,5,1,2012-08-01
2940,It provides basic information in little time and no financial cost. Those are good. Need to be careful not to inflate the confidence of the underprepared.,3,1,2012-08-18
2941,This app is very reliable!!!!Get it in case of an emergency!! It's always important to be safe:),5,1,2012-07-07
2942,I was in a life-threatening situation and clicked on the emergency wizard and it didn't help because everything that said before was there. That's why I gave 3 stars,3,-1,2012-07-16
2943,"I think it's a great app and have plans to share it with all of the people I have certified, I think they should add heat related illnesses to the topics though",4,1,2012-06-20
2944,"If you need any health questions, this app has the answers!",5,0,2012-07-05
2945,Probably the most useful app I have. It's educational and could come in very handy.,5,1,2012-06-26
2946,"I love this app! It's practical and easy to use, so I think it's awesome! I just wish that there were more quizzes; I love them!",4,1,2015-03-19
2947,Your health and well being is very important this is a great app to have for emergencies.,5,1,2012-06-18
2948,This app is essential for anyone. You can save a life with this free app!,5,1,2012-06-18
2949,A+++ app - highly suggest for those who are not certain of what to do in case of emergency......,5,-1,2012-06-16
2950,It's very helpful. Now we can all be little doctors. The one for pets it also good👍🏼,5,1,2015-07-05
2951,It really helps 2 know how 2 take care of people when there hurt and or sick,5,-1,2014-04-18
2952,"Nice that this app is free - perfect supplement to Red Cross training. Videos crash on iOS 8 on an iPhone 5, though, which would have been a good refresher. Quiz similar to website.",3,1,2014-10-27
2953,Came in handy when my brother got burned.,5,0,2012-11-28
2954,Very informative and very helpful during a very devastating hurricane sandy very good app a must have as well as the first aide app!,5,1,2012-11-05
2955,Amazing app filled with great information.  Thank you Red Cross for all that you do!!!!!!!!!!,5,1,2012-11-01
2956,Great to have this on my phone in case I need a reference in an emergency,5,1,2012-08-22
2957,I love this app I have 2 beautiful children so the knowledge this presents to my household is essential,5,1,2012-07-27
2958,This app is awesome!! I've learned a lot with all the important info it provides!!,5,1,2012-07-25
2959,Useful App! Great first response information along with natural disaster information and preparedness.,5,1,2012-07-10
2960,This is the exact kind of basic info we all need. Good job!,5,1,2012-07-09
2961,So easy simple and help ful everybody should have it I truely recommend life saver must have,5,1,2012-07-06
2962,"In a emergency you have to be prepared, this app will prepare you even for kids this is great",5,1,2012-07-05
2963,This app is good but one thing that could come in handy right now is a search bar,4,1,2013-06-28
2964,this app has great graphics and really into detail :) it's so informative and helpful! great job red cross!,5,1,2012-07-05
2965,Great features. Very well put together.,5,1,2012-07-05
2966,"I believe that this is a life saving app, this is common knowledge that everyone should know incase of an emergency.",5,-1,2012-07-04
2967,This Is a great app! Makes me feel like I'm ready for anything!,5,1,2012-07-03
2968,I am very glad that I have this app on my iPod Touch now.  Everyone should have it.,5,1,2012-07-02
2969,Awesome app! Will definitely help my students remember what they have learned in CPR class!,5,1,2012-06-15
2970,This app is user friendly.  Well done!,5,1,2012-06-14
